Year,Month,Group,Unit,Inflation Deflator,Real Total Wealth,Real Wealth Share,Real Wealth Per Unit Growth,Real Wealth Per Unit
1976,1,Middle 40%,Adults,0.23993444,5.95E+12,0.336896651,0,104416.877
1976,2,Middle 40%,Adults,0.24025238,6.01E+12,0.336318117,0.008787554,105334.4459
1976,3,Middle 40%,Adults,0.24077073,6.07E+12,0.335979422,0.017041888,106196.3377
1976,4,Middle 40%,Adults,0.24162138,6.13E+12,0.336168859,0.025194747,107047.6338
1976,5,Middle 40%,Adults,0.24285275,6.18E+12,0.336596415,0.031387483,107694.2599
1976,6,Middle 40%,Adults,0.24374177,6.22E+12,0.3369782,0.036676437,108246.516
1976,7,Middle 40%,Adults,0.24457005,6.24E+12,0.337073359,0.038305604,108416.6285
1976,8,Middle 40%,Adults,0.24577188,6.24E+12,0.336947357,0.036777295,108257.0472
1976,9,Middle 40%,Adults,0.24727948,6.24E+12,0.336728593,0.034900128,108061.0394
1976,10,Middle 40%,Adults,0.24896811,6.26E+12,0.336514172,0.035429075,108116.2704
1976,11,Middle 40%,Adults,0.25026855,6.29E+12,0.336467525,0.038666706,108454.3337
1976,12,Middle 40%,Adults,0.25161788,6.31E+12,0.336735392,0.041126332,108711.1601
1977,1,Middle 40%,Adults,0.2528069,6.31E+12,0.336653639,0.039222234,108512.3402
1977,2,Middle 40%,Adults,0.25453672,6.29E+12,0.336797716,0.034734604,108043.7559
1977,3,Middle 40%,Adults,0.25560036,6.30E+12,0.336918104,0.033980207,107964.9841
1977,4,Middle 40%,Adults,0.25689629,6.33E+12,0.336807886,0.035691952,108143.7191
1977,5,Middle 40%,Adults,0.25789505,6.36E+12,0.336543924,0.039963451,108589.7358
1977,6,Middle 40%,Adults,0.25891182,6.40E+12,0.336178711,0.04362791,108972.3671
1977,7,Middle 40%,Adults,0.25971621,6.42E+12,0.335821164,0.045766918,109195.7156
1977,8,Middle 40%,Adults,0.26092711,6.43E+12,0.33545853,0.045278335,109144.6993
1977,9,Middle 40%,Adults,0.26246536,6.42E+12,0.335118953,0.043511561,108960.2183
1977,10,Middle 40%,Adults,0.26480284,6.41E+12,0.334819737,0.039641996,108556.1704
1977,11,Middle 40%,Adults,0.26692984,6.41E+12,0.33453134,0.037000773,108280.3822
1977,12,Middle 40%,Adults,0.2682966,6.42E+12,0.334206703,0.037059479,108286.512
1978,1,Middle 40%,Adults,0.2694234,6.47E+12,0.33613713,0.044598029,109073.6639
1978,2,Middle 40%,Adults,0.27034563,6.54E+12,0.338003015,0.053116816,109963.169
1978,3,Middle 40%,Adults,0.27190629,6.60E+12,0.339787471,0.060400729,110723.7325
1978,4,Middle 40%,Adults,0.27391231,6.66E+12,0.341506315,0.06811497,111529.2294
1978,5,Middle 40%,Adults,0.27579084,6.73E+12,0.343154711,0.077852653,112546.0079
1978,6,Middle 40%,Adults,0.27749243,6.81E+12,0.344729683,0.089186388,113729.4411
1978,7,Middle 40%,Adults,0.27889469,6.90E+12,0.346202907,0.10185816,115052.588
1978,8,Middle 40%,Adults,0.28030387,6.99E+12,0.347676844,0.113602729,116278.9192
1978,9,Middle 40%,Adults,0.28202358,7.05E+12,0.34924745,0.122263237,117183.2224
1978,10,Middle 40%,Adults,0.28451329,7.08E+12,0.350986947,0.124627217,117430.0617
1978,11,Middle 40%,Adults,0.28627959,7.12E+12,0.352847593,0.129114064,117898.5643
1978,12,Middle 40%,Adults,0.28765333,7.18E+12,0.354728145,0.13730189,118753.5115
1979,1,Middle 40%,Adults,0.28974932,7.20E+12,0.35357445,0.138407901,118868.9978
1979,2,Middle 40%,Adults,0.29114646,7.25E+12,0.35238981,0.144080786,119461.3427
1979,3,Middle 40%,Adults,0.29318735,7.28E+12,0.351217589,0.147296065,119797.0721
1979,4,Middle 40%,Adults,0.29592475,7.29E+12,0.350111976,0.145546144,119614.3508
1979,5,Middle 40%,Adults,0.29869658,7.28E+12,0.348949588,0.142192362,119264.1593
1979,6,Middle 40%,Adults,0.30088675,7.28E+12,0.347692716,0.140479493,119085.3069
1979,7,Middle 40%,Adults,0.30293572,7.29E+12,0.346255013,0.139857602,119020.371
1979,8,Middle 40%,Adults,0.30492631,7.30E+12,0.344666273,0.139581845,118991.5774
1979,9,Middle 40%,Adults,0.30720395,7.30E+12,0.342959569,0.138179921,118845.1928
1979,10,Middle 40%,Adults,0.30920687,7.30E+12,0.341180762,0.136904689,118712.037
1979,11,Middle 40%,Adults,0.31061479,7.31E+12,0.339533651,0.136569788,118677.0677
1979,12,Middle 40%,Adults,0.31223497,7.31E+12,0.338245934,0.134163889,118425.8513
1980,1,Middle 40%,Adults,0.31425482,7.33E+12,0.339195552,0.134685177,118480.2826
1980,2,Middle 40%,Adults,0.31688938,7.33E+12,0.34029691,0.133422821,118348.4713
1980,3,Middle 40%,Adults,0.32049364,7.32E+12,0.341166821,0.130527566,118046.1578
1980,4,Middle 40%,Adults,0.32239327,7.37E+12,0.341401798,0.135673365,118583.466
1980,5,Middle 40%,Adults,0.32496461,7.42E+12,0.341345665,0.141430978,119184.658
1980,6,Middle 40%,Adults,0.32691851,7.49E+12,0.341264452,0.150830225,120166.098
1980,7,Middle 40%,Adults,0.32919213,7.57E+12,0.341489673,0.160772572,121204.2469
1980,8,Middle 40%,Adults,0.33184797,7.63E+12,0.341760332,0.169569674,122122.8128
1980,9,Middle 40%,Adults,0.33501145,7.68E+12,0.341814882,0.175184881,122709.1352
1980,10,Middle 40%,Adults,0.33797932,7.71E+12,0.34138874,0.177792852,122981.4514
1980,11,Middle 40%,Adults,0.34089059,7.72E+12,0.34076174,0.17747059,122947.8018
1980,12,Middle 40%,Adults,0.34313428,7.72E+12,0.340203132,0.176264183,122821.8325
1981,1,Middle 40%,Adults,0.34633556,7.68E+12,0.339630016,0.168268958,121986.9961
1981,2,Middle 40%,Adults,0.34993035,7.64E+12,0.339417964,0.159389879,121059.8704
1981,3,Middle 40%,Adults,0.35264787,7.63E+12,0.339620927,0.156394653,120747.1182
1981,4,Middle 40%,Adults,0.3546668,7.68E+12,0.340302402,0.161372306,121266.8691
1981,5,Middle 40%,Adults,0.35665506,7.74E+12,0.34132567,0.168509293,122012.0911
1981,6,Middle 40%,Adults,0.3583867,7.79E+12,0.342577721,0.174594177,122647.4556
1981,7,Middle 40%,Adults,0.36078265,7.79E+12,0.34397404,0.173058156,122487.0691
1981,8,Middle 40%,Adults,0.3632873,7.77E+12,0.345199974,0.169066,122070.2207
1981,9,Middle 40%,Adults,0.36575666,7.76E+12,0.345957745,0.166563139,121808.8798
1981,10,Middle 40%,Adults,0.36770055,7.79E+12,0.345928445,0.169980356,122165.6949
1981,11,Middle 40%,Adults,0.36986646,7.84E+12,0.345662774,0.175081992,122698.3918
1981,12,Middle 40%,Adults,0.37109399,7.90E+12,0.345685983,0.182141335,123435.5063
1982,1,Middle 40%,Adults,0.37328014,7.93E+12,0.346778865,0.185482528,123784.3833
1982,2,Middle 40%,Adults,0.37461373,7.96E+12,0.348231992,0.18875628,124126.2182
1982,3,Middle 40%,Adults,0.37603071,7.98E+12,0.349553981,0.189735203,124228.4343
1982,4,Middle 40%,Adults,0.37691107,8.00E+12,0.350238279,0.190057095,124262.0452
1982,5,Middle 40%,Adults,0.37946022,7.98E+12,0.350541895,0.185700308,123807.1232
1982,6,Middle 40%,Adults,0.38216335,7.97E+12,0.350751254,0.18314616,123540.427
1982,7,Middle 40%,Adults,0.38399237,8.01E+12,0.351129389,0.186630436,123904.2443
1982,8,Middle 40%,Adults,0.38489172,8.06E+12,0.351410674,0.193661287,124638.3837
1982,9,Middle 40%,Adults,0.38580087,8.12E+12,0.351444706,0.201052622,125410.1639
1982,10,Middle 40%,Adults,0.38795501,8.15E+12,0.351014009,0.204125886,125731.0645
1982,11,Middle 40%,Adults,0.3890771,8.20E+12,0.350418443,0.209590127,126301.6235
1982,12,Middle 40%,Adults,0.3896023,8.26E+12,0.349921253,0.217397896,127116.8864
1983,1,Middle 40%,Adults,0.39133582,8.32E+12,0.349869361,0.224344212,127842.199
1983,2,Middle 40%,Adults,0.39187375,8.40E+12,0.349968796,0.234758213,128929.5964
1983,3,Middle 40%,Adults,0.39222351,8.49E+12,0.350048067,0.245464355,130047.4983
1983,4,Middle 40%,Adults,0.39381775,8.55E+12,0.349960402,0.252476265,130779.66
1983,5,Middle 40%,Adults,0.39464408,8.61E+12,0.349813915,0.25981194,131545.6283
1983,6,Middle 40%,Adults,0.39572331,8.66E+12,0.349796597,0.264965738,132083.7719
1983,7,Middle 40%,Adults,0.39745417,8.68E+12,0.350057787,0.266226325,132215.3984
1983,8,Middle 40%,Adults,0.39893794,8.69E+12,0.350477406,0.266197964,132212.437
1983,9,Middle 40%,Adults,0.40037268,8.68E+12,0.350878008,0.264454598,132030.4002
1983,10,Middle 40%,Adults,0.40138489,8.68E+12,0.351146891,0.262363363,131812.04
1983,11,Middle 40%,Adults,0.4021126,8.68E+12,0.351527993,0.261669033,131739.5402
1983,12,Middle 40%,Adults,0.40234601,8.72E+12,0.352207385,0.264771503,132063.4904
1984,1,Middle 40%,Adults,0.40394723,8.74E+12,0.35292575,0.266273915,132220.3676
1984,2,Middle 40%,Adults,0.4064835,8.75E+12,0.35389635,0.267188724,132315.8891
1984,3,Middle 40%,Adults,0.40761894,8.80E+12,0.35481636,0.271467333,132762.6481
1984,4,Middle 40%,Adults,0.40893438,8.82E+12,0.355442505,0.27285209,132907.24
1984,5,Middle 40%,Adults,0.40936419,8.86E+12,0.355880053,0.276557463,133294.1436
1984,6,Middle 40%,Adults,0.41016027,8.90E+12,0.356166701,0.281358281,133795.4299
1984,7,Middle 40%,Adults,0.41184503,8.96E+12,0.356351585,0.288241441,134514.1481
1984,8,Middle 40%,Adults,0.41335428,9.03E+12,0.356480265,0.297273895,135457.2887
1984,9,Middle 40%,Adults,0.41418207,9.10E+12,0.356570564,0.307136694,136487.1314
1984,10,Middle 40%,Adults,0.41545224,9.16E+12,0.356720155,0.313366551,137137.6336
1984,11,Middle 40%,Adults,0.41609362,9.21E+12,0.356864407,0.319898491,137819.6784
1984,12,Middle 40%,Adults,0.417101,9.26E+12,0.356944984,0.32588499,138444.7699
1985,1,Middle 40%,Adults,0.41879204,9.31E+12,0.356782475,0.331763879,139058.6251
1985,2,Middle 40%,Adults,0.42040667,9.38E+12,0.356562685,0.339007197,139814.9498
1985,3,Middle 40%,Adults,0.4217943,9.45E+12,0.356298181,0.347078647,140657.7454
1985,4,Middle 40%,Adults,0.42222759,9.53E+12,0.356040855,0.357084092,141702.4826
1985,5,Middle 40%,Adults,0.42300424,9.59E+12,0.355894575,0.364954457,142524.2816
1985,6,Middle 40%,Adults,0.42388311,9.64E+12,0.355970911,0.369864767,143037.0008
1985,7,Middle 40%,Adults,0.42461568,9.66E+12,0.35636869,0.371090882,143165.028
1985,8,Middle 40%,Adults,0.42579311,9.67E+12,0.356801818,0.37124004,143180.6026
1985,9,Middle 40%,Adults,0.42636129,9.72E+12,0.357040741,0.378016306,143888.1591
1985,10,Middle 40%,Adults,0.42700034,9.84E+12,0.356804878,0.393470998,145501.8897
1985,11,Middle 40%,Adults,0.42796838,9.99E+12,0.35625726,0.412733992,147513.2714
1985,12,Middle 40%,Adults,0.42894304,1.01E+13,0.355564598,0.431826548,149506.8565
1986,1,Middle 40%,Adults,0.43023935,1.02E+13,0.35507385,0.446448495,151033.6345
1986,2,Middle 40%,Adults,0.43020335,1.04E+13,0.354588126,0.460509675,152501.8591
1986,3,Middle 40%,Adults,0.42986375,1.05E+13,0.354186086,0.473438463,153851.8427
1986,4,Middle 40%,Adults,0.43021044,1.05E+13,0.353922541,0.484008664,154955.5501
1986,5,Middle 40%,Adults,0.43165272,1.06E+13,0.353856752,0.48987712,155568.316
1986,6,Middle 40%,Adults,0.43332115,1.06E+13,0.354050832,0.492008849,155790.9045
1986,7,Middle 40%,Adults,0.43291184,1.07E+13,0.35464157,0.496806157,156291.8244
1986,8,Middle 40%,Adults,0.4331421,1.07E+13,0.355237631,0.498263643,156444.0104
1986,9,Middle 40%,Adults,0.43445155,1.07E+13,0.355434483,0.498461517,156464.6718
1986,10,Middle 40%,Adults,0.43533963,1.08E+13,0.355024723,0.505738276,157224.4884
1986,11,Middle 40%,Adults,0.43599555,1.09E+13,0.354299081,0.518504537,158557.5014
1986,12,Middle 40%,Adults,0.43624201,1.10E+13,0.353494863,0.53600159,160384.4891
1987,1,Middle 40%,Adults,0.43770489,1.11E+13,0.352211041,0.552020706,162057.1551
1987,2,Middle 40%,Adults,0.43873486,1.13E+13,0.35122123,0.568552436,163783.3467
1987,3,Middle 40%,Adults,0.43944603,1.14E+13,0.350511255,0.581155944,165099.3656
1987,4,Middle 40%,Adults,0.44070682,1.14E+13,0.350105418,0.584168412,165413.9181
1987,5,Middle 40%,Adults,0.4414764,1.14E+13,0.34981009,0.585655066,165569.15
1987,6,Middle 40%,Adults,0.44282797,1.14E+13,0.349393848,0.586933578,165702.6482
1987,7,Middle 40%,Adults,0.44354707,1.15E+13,0.34869269,0.596341893,166685.0351
1987,8,Middle 40%,Adults,0.44507012,1.16E+13,0.348019038,0.603031947,167383.5895
1987,9,Middle 40%,Adults,0.44640636,1.16E+13,0.347616966,0.602083518,167284.5576
1987,10,Middle 40%,Adults,0.44773135,1.15E+13,0.347608571,0.586033558,165608.6709
1987,11,Middle 40%,Adults,0.44854775,1.13E+13,0.347819881,0.56701231,163622.5316
1987,12,Middle 40%,Adults,0.44938695,1.12E+13,0.347811446,0.552443771,162101.3302
1988,1,Middle 40%,Adults,0.4512082,1.12E+13,0.346800069,0.547875359,161624.3109
1988,2,Middle 40%,Adults,0.4518123,1.13E+13,0.345511657,0.555872858,162459.3848
1988,3,Middle 40%,Adults,0.45319477,1.14E+13,0.344210544,0.564355793,163345.1464
1988,4,Middle 40%,Adults,0.4550916,1.14E+13,0.343147771,0.567832646,163708.1885
1988,5,Middle 40%,Adults,0.456227,1.14E+13,0.34228195,0.571008109,164039.7605
1988,6,Middle 40%,Adults,0.45810625,1.14E+13,0.341457561,0.568993713,163829.4235
1988,7,Middle 40%,Adults,0.46038312,1.14E+13,0.340595443,0.562951021,163198.4645
1988,8,Middle 40%,Adults,0.46167868,1.14E+13,0.33964848,0.559629048,162851.5944
1988,9,Middle 40%,Adults,0.46372348,1.13E+13,0.3384752,0.555166086,162385.5858
1988,10,Middle 40%,Adults,0.46490204,1.14E+13,0.337064475,0.556335165,162507.6574
1988,11,Middle 40%,Adults,0.46575993,1.14E+13,0.335598071,0.559861622,162875.8791
1988,12,Middle 40%,Adults,0.46709624,1.14E+13,0.334248914,0.562350665,163135.7772
1989,1,Middle 40%,Adults,0.46948051,1.15E+13,0.33417345,0.565402578,163454.4484
1989,2,Middle 40%,Adults,0.47079867,1.15E+13,0.334300907,0.570657221,164003.1219
1989,3,Middle 40%,Adults,0.47206569,1.16E+13,0.334439369,0.575584031,164517.5639
1989,4,Middle 40%,Adults,0.4744817,1.16E+13,0.33442814,0.576764188,164640.7923
1989,5,Middle 40%,Adults,0.47588503,1.16E+13,0.334361819,0.581709697,165157.1868
1989,6,Middle 40%,Adults,0.47700831,1.17E+13,0.33432788,0.589335206,165953.4187
1989,7,Middle 40%,Adults,0.47863436,1.18E+13,0.334379896,0.598456866,166905.874
1989,8,Middle 40%,Adults,0.47899336,1.19E+13,0.334454956,0.612076982,168328.0439
1989,9,Middle 40%,Adults,0.48017976,1.20E+13,0.334460652,0.622825587,169450.3797
1989,10,Middle 40%,Adults,0.48199564,1.20E+13,0.334295255,0.62901926,170097.1036
1989,11,Middle 40%,Adults,0.4826774,1.21E+13,0.334148868,0.634079156,170625.4422
1989,12,Middle 40%,Adults,0.48338011,1.21E+13,0.334182953,0.634127511,170630.4913
1990,1,Middle 40%,Adults,0.48602906,1.20E+13,0.334421734,0.620216397,169177.9362
1990,2,Middle 40%,Adults,0.48778051,1.19E+13,0.334798599,0.608026742,167905.1305
1990,3,Middle 40%,Adults,0.48985723,1.19E+13,0.334965975,0.597746374,166831.6866
1990,4,Middle 40%,Adults,0.49176529,1.19E+13,0.334649152,0.596253634,166675.8193
1990,5,Middle 40%,Adults,0.49318466,1.19E+13,0.334256675,0.598267786,166886.1307
1990,6,Middle 40%,Adults,0.49510068,1.19E+13,0.334272712,0.594993258,166544.2148
1990,7,Middle 40%,Adults,0.49548501,1.19E+13,0.335164508,0.587198409,165730.301
1990,8,Middle 40%,Adults,0.4977327,1.17E+13,0.336067109,0.569328988,163864.4319
1990,9,Middle 40%,Adults,0.49952921,1.17E+13,0.336630214,0.556372049,162511.5087
1990,10,Middle 40%,Adults,0.50091821,1.17E+13,0.336256398,0.55458041,162324.4314
1990,11,Middle 40%,Adults,0.50102794,1.17E+13,0.335277941,0.562279593,163128.3561
1990,12,Middle 40%,Adults,0.50190991,1.18E+13,0.334115975,0.571908106,164133.7353
1991,1,Middle 40%,Adults,0.50518328,1.19E+13,0.333374456,0.578652235,164837.9362
1991,2,Middle 40%,Adults,0.50638664,1.20E+13,0.332828278,0.587149517,165725.1958
1991,3,Middle 40%,Adults,0.50701302,1.20E+13,0.332616293,0.59235568,166268.8072
1991,4,Middle 40%,Adults,0.50804037,1.20E+13,0.332814647,0.58986295,166008.5241
1991,5,Middle 40%,Adults,0.51030844,1.20E+13,0.33322525,0.580373239,165017.638
1991,6,Middle 40%,Adults,0.51138991,1.19E+13,0.333672458,0.575770909,164537.0772
1991,7,Middle 40%,Adults,0.51247531,1.19E+13,0.333986069,0.575449107,164503.4755
1991,8,Middle 40%,Adults,0.51375961,1.20E+13,0.334059894,0.5786952,164842.4225
1991,9,Middle 40%,Adults,0.51545328,1.20E+13,0.333781817,0.584592498,165458.1999
1991,10,Middle 40%,Adults,0.51615834,1.21E+13,0.332987465,0.595392753,166585.9288
1991,11,Middle 40%,Adults,0.51692933,1.22E+13,0.332187511,0.605343281,167624.9319
1991,12,Middle 40%,Adults,0.51774937,1.23E+13,0.331669523,0.611624628,168280.8105
1992,1,Middle 40%,Adults,0.51787442,1.23E+13,0.331030492,0.608211939,167924.4681
1992,2,Middle 40%,Adults,0.51881599,1.22E+13,0.330827172,0.597848584,166842.359
1992,3,Middle 40%,Adults,0.51991129,1.21E+13,0.330726345,0.58629795,165636.2779
1992,4,Middle 40%,Adults,0.52136523,1.21E+13,0.330402125,0.576490236,164612.1871
1992,5,Middle 40%,Adults,0.52195513,1.21E+13,0.329906067,0.571587651,164100.2744
1992,6,Middle 40%,Adults,0.52264029,1.20E+13,0.329316793,0.568401463,163767.5826
1992,7,Middle 40%,Adults,0.52397305,1.20E+13,0.328709334,0.565101221,163422.9817
1992,8,Middle 40%,Adults,0.5244357,1.21E+13,0.327959058,0.565852872,163501.4667
1992,9,Middle 40%,Adults,0.5252071,1.21E+13,0.326920807,0.567768735,163701.5151
1992,10,Middle 40%,Adults,0.52712995,1.21E+13,0.32545941,0.568715884,163800.4135
1992,11,Middle 40%,Adults,0.5281992,1.21E+13,0.323856179,0.572531224,164198.7994
1992,12,Middle 40%,Adults,0.52911568,1.22E+13,0.322435347,0.576096444,164571.0684
1993,1,Middle 40%,Adults,0.53037035,1.22E+13,0.322146198,0.580630241,165044.4734
1993,2,Middle 40%,Adults,0.53104186,1.23E+13,0.322128927,0.584702628,165469.6993
1993,3,Middle 40%,Adults,0.53192466,1.23E+13,0.322248713,0.586851197,165694.0462
1993,4,Middle 40%,Adults,0.533041,1.23E+13,0.322341475,0.586937719,165703.0806
1993,5,Middle 40%,Adults,0.53466803,1.23E+13,0.322375861,0.585211493,165522.8335
1993,6,Middle 40%,Adults,0.53510362,1.23E+13,0.322348826,0.587826099,165795.8424
1993,7,Middle 40%,Adults,0.53647423,1.24E+13,0.322198272,0.589459968,165966.4459
1993,8,Middle 40%,Adults,0.53765255,1.24E+13,0.32193014,0.592990507,166335.0938
1993,9,Middle 40%,Adults,0.53820795,1.25E+13,0.321555226,0.598867298,166948.7299
1993,10,Middle 40%,Adults,0.53962809,1.25E+13,0.32106103,0.602741833,167353.2968
1993,11,Middle 40%,Adults,0.54060149,1.25E+13,0.320618184,0.606676239,167764.1151
1993,12,Middle 40%,Adults,0.54090381,1.26E+13,0.320351718,0.610093681,168120.9538
1994,1,Middle 40%,Adults,0.5414862,1.26E+13,0.320582954,0.609903062,168101.0499
1994,2,Middle 40%,Adults,0.54294658,1.26E+13,0.320951506,0.604930111,167581.79
1994,3,Middle 40%,Adults,0.54444909,1.25E+13,0.321351031,0.599340856,166998.1774
1994,4,Middle 40%,Adults,0.54489118,1.25E+13,0.321725776,0.598213824,166880.4962
1994,5,Middle 40%,Adults,0.54542083,1.26E+13,0.322035767,0.598856481,166947.6004
1994,6,Middle 40%,Adults,0.54643494,1.26E+13,0.322260607,0.600579519,167127.5147
1994,7,Middle 40%,Adults,0.54777622,1.26E+13,0.322413606,0.604698488,167557.6046
1994,8,Middle 40%,Adults,0.54885387,1.27E+13,0.322486281,0.610108295,168122.4797
1994,9,Middle 40%,Adults,0.54949909,1.27E+13,0.322510596,0.614667849,168598.5742
1994,10,Middle 40%,Adults,0.55066299,1.27E+13,0.322446564,0.613512907,168477.9787
1994,11,Middle 40%,Adults,0.55192834,1.27E+13,0.322361737,0.61109005,168224.9916
1994,12,Middle 40%,Adults,0.55247653,1.27E+13,0.322321987,0.613048277,168429.4635
1995,1,Middle 40%,Adults,0.55375725,1.28E+13,0.322239694,0.617991631,168945.6331
1995,2,Middle 40%,Adults,0.5547303,1.29E+13,0.322141936,0.626650405,169849.7553
1995,3,Middle 40%,Adults,0.55556589,1.30E+13,0.32203295,0.63650657,170878.9052
1995,4,Middle 40%,Adults,0.55666786,1.31E+13,0.3218965,0.644735519,171738.1463
1995,5,Middle 40%,Adults,0.55737674,1.31E+13,0.321707148,0.653261615,172628.4147
1995,6,Middle 40%,Adults,0.55799055,1.32E+13,0.321472899,0.662052318,173546.3125
1995,7,Middle 40%,Adults,0.55896962,1.33E+13,0.321185088,0.670423007,174420.3536
1995,8,Middle 40%,Adults,0.56039101,1.34E+13,0.32084086,0.677899961,175201.0737
1995,9,Middle 40%,Adults,0.56091321,1.35E+13,0.320382323,0.687668979,176221.1241
1995,10,Middle 40%,Adults,0.56243849,1.35E+13,0.319835506,0.694962078,176982.6468
1995,11,Middle 40%,Adults,0.56244266,1.36E+13,0.319272425,0.705589944,178092.3754
1995,12,Middle 40%,Adults,0.56349128,1.37E+13,0.318804524,0.713329075,178900.4712
1996,1,Middle 40%,Adults,0.56467164,1.38E+13,0.318554602,0.720272322,179625.4634
1996,2,Middle 40%,Adults,0.56529087,1.38E+13,0.31841273,0.727769985,180408.3459
1996,3,Middle 40%,Adults,0.56653178,1.39E+13,0.318319113,0.733263132,180981.9232
1996,4,Middle 40%,Adults,0.56756568,1.40E+13,0.318160185,0.738494389,181528.1548
1996,5,Middle 40%,Adults,0.56809682,1.40E+13,0.318030339,0.743757162,182077.677
1996,6,Middle 40%,Adults,0.56785661,1.41E+13,0.318059982,0.749681309,182696.258
1996,7,Middle 40%,Adults,0.56904483,1.41E+13,0.31828003,0.749781932,182706.7647
1996,8,Middle 40%,Adults,0.56939793,1.41E+13,0.318582179,0.753112887,183054.5726
1996,9,Middle 40%,Adults,0.57065451,1.42E+13,0.31873315,0.757470003,183509.5291
1996,10,Middle 40%,Adults,0.57186466,1.43E+13,0.318565312,0.768264555,184636.6625
1996,11,Middle 40%,Adults,0.57273436,1.44E+13,0.318304657,0.780840132,185949.7649
1996,12,Middle 40%,Adults,0.57362366,1.45E+13,0.318296742,0.788974229,186799.102
1997,1,Middle 40%,Adults,0.57497644,1.45E+13,0.318555696,0.785780108,186465.5818
1997,2,Middle 40%,Adults,0.57646787,1.44E+13,0.318834316,0.780723866,185937.6248
1997,3,Middle 40%,Adults,0.57702398,1.45E+13,0.31876583,0.785115952,186396.2328
1997,4,Middle 40%,Adults,0.57721013,1.47E+13,0.317871063,0.803582889,188324.4927
1997,5,Middle 40%,Adults,0.57687747,1.49E+13,0.316493119,0.829702637,191051.8352
1997,6,Middle 40%,Adults,0.57788152,1.51E+13,0.315263984,0.856166874,193815.1481
1997,7,Middle 40%,Adults,0.57880276,1.53E+13,0.314291778,0.877411581,196033.454
1997,8,Middle 40%,Adults,0.57959998,1.54E+13,0.313715057,0.89186738,197542.8835
1997,9,Middle 40%,Adults,0.58108145,1.55E+13,0.313261294,0.89872304,198258.7301
1997,10,Middle 40%,Adults,0.58166647,1.55E+13,0.313008498,0.900328355,198426.352
1997,11,Middle 40%,Adults,0.58171761,1.56E+13,0.3128087,0.904586417,198870.9656
1997,12,Middle 40%,Adults,0.58181816,1.57E+13,0.312395994,0.916419336,200106.522
1998,1,Middle 40%,Adults,0.58252841,1.59E+13,0.311505691,0.941496333,202724.9837
1998,2,Middle 40%,Adults,0.58250868,1.62E+13,0.310200516,0.973835507,206101.7393
1998,3,Middle 40%,Adults,0.58273238,1.65E+13,0.30903132,1.003641614,209213.9999
1998,4,Middle 40%,Adults,0.58343327,1.66E+13,0.308209961,1.021485683,211077.2218
1998,5,Middle 40%,Adults,0.58434761,1.67E+13,0.30791536,1.025948993,211543.2667
1998,6,Middle 40%,Adults,0.58409631,1.67E+13,0.308558363,1.020958693,211022.1952
1998,7,Middle 40%,Adults,0.58590662,1.64E+13,0.309936039,0.990005138,207790.1217
1998,8,Middle 40%,Adults,0.58691424,1.63E+13,0.311026163,0.968371737,205531.2295
1998,9,Middle 40%,Adults,0.58659464,1.63E+13,0.31240829,0.96697101,205384.97
1998,10,Middle 40%,Adults,0.58773315,1.65E+13,0.311516551,0.996228368,208439.9319
1998,11,Middle 40%,Adults,0.58782697,1.69E+13,0.309570574,1.038343642,212837.4773
1998,12,Middle 40%,Adults,0.5886867,1.72E+13,0.308102575,1.074532253,216616.179
1999,1,Middle 40%,Adults,0.59000921,1.73E+13,0.308467213,1.084622434,217669.7643
1999,2,Middle 40%,Adults,0.58981848,1.74E+13,0.309332388,1.088311706,218054.9864
1999,3,Middle 40%,Adults,0.59006697,1.74E+13,0.310091088,1.091337921,218370.9744
1999,4,Middle 40%,Adults,0.59237623,1.75E+13,0.309776073,1.103450182,219635.6988
1999,5,Middle 40%,Adults,0.59225118,1.77E+13,0.309198088,1.122458443,221620.4822
1999,6,Middle 40%,Adults,0.59196544,1.78E+13,0.308941947,1.13566066,222999.0164
1999,7,Middle 40%,Adults,0.59310007,1.78E+13,0.30986708,1.124803964,221865.3941
1999,8,Middle 40%,Adults,0.59389859,1.77E+13,0.311136762,1.112693685,220600.8766
1999,9,Middle 40%,Adults,0.59591901,1.77E+13,0.311609445,1.107948795,220105.43
1999,10,Middle 40%,Adults,0.59698468,1.79E+13,0.310366259,1.138160149,223260.0052
1999,11,Middle 40%,Adults,0.5973739,1.83E+13,0.308361132,1.182674056,227908.0084
1999,12,Middle 40%,Adults,0.5984081,1.87E+13,0.30626002,1.229626595,232810.6459
2000,1,Middle 40%,Adults,0.59948587,1.90E+13,0.305248656,1.256965494,235665.2883
2000,2,Middle 40%,Adults,0.60119247,1.91E+13,0.304775949,1.270886441,237118.8702
2000,3,Middle 40%,Adults,0.60399103,1.91E+13,0.30497299,1.267247082,236738.8596
2000,4,Middle 40%,Adults,0.6040864,1.91E+13,0.305847002,1.265394212,236545.3888
2000,5,Middle 40%,Adults,0.60489082,1.91E+13,0.306953752,1.256133096,235578.3719
2000,6,Middle 40%,Adults,0.60694146,1.90E+13,0.307980112,1.243545466,234264.0109
2000,7,Middle 40%,Adults,0.60815054,1.90E+13,0.308165994,1.247824659,234710.8308
2000,8,Middle 40%,Adults,0.60792863,1.92E+13,0.308078016,1.262830805,236277.7258
2000,9,Middle 40%,Adults,0.61048198,1.92E+13,0.308194172,1.261310477,236118.9779
