Year,Month,Group,Unit,Inflation Deflator,Adult Population,Working Age Population,Household Population,Real Total Factor Income,Real Factor Income Share,Real Factor Income Per Unit Growth,Real Factor Income Per Unit
2012,11,Top 10%,Adults,0.78351462,23316906.3,18961647.22,17400088.61,8.44E+12,0.462890483,1.317128019,361876.1661
2012,12,Top 10%,Adults,0.78330207,23336333.78,18965816.62,17414063.29,8.51E+12,0.464071573,1.334051868,364519.2386
2013,1,Top 10%,Adults,0.78487539,23356791.15,18973202.8,17432869.19,8.45E+12,0.463229554,1.316372945,361758.2428
2013,2,Top 10%,Adults,0.78805667,23378870.9,18981902.66,17452887.61,8.42E+12,0.462363863,1.306372542,360196.4355
2013,3,Top 10%,Adults,0.7875731,23402779.71,18992082,17474273.6,8.41E+12,0.460949766,1.299793053,359168.8874
2013,4,Top 10%,Adults,0.78775424,23426331.9,19001965.81,17495395.66,8.40E+12,0.460311614,1.295871316,358556.4124
2013,5,Top 10%,Adults,0.78877068,23448931.61,19011071.4,17515808.53,8.39E+12,0.459280494,1.291122533,357814.7739
2013,6,Top 10%,Adults,0.79067868,23469798.76,19018767.78,17534928.95,8.39E+12,0.459267973,1.289631375,357581.8932
2013,7,Top 10%,Adults,0.79157096,23489431.91,19025460.82,17553128.72,8.40E+12,0.459737239,1.290676869,357745.1726
2013,8,Top 10%,Adults,0.79299051,23507837.06,19031156.84,17570411.75,8.46E+12,0.461530782,1.305088357,359995.8787
2013,9,Top 10%,Adults,0.79379791,23525213.99,19036018.92,17586926.82,8.52E+12,0.462371584,1.318072427,362023.6585
2013,10,Top 10%,Adults,0.79593253,23543228.39,19041395.46,17603918.98,8.49E+12,0.461504313,1.309169727,360633.2843
2013,11,Top 10%,Adults,0.79754907,23561966.23,19047355.24,17621452.8,8.47E+12,0.459510465,1.302008161,359514.8307
2013,12,Top 10%,Adults,0.7990911,23581813.21,19054209.03,17639817.11,8.46E+12,0.459149668,1.298105484,358905.3324
2014,1,Top 10%,Adults,0.80014038,23602379.27,19062703.45,17661287.11,8.48E+12,0.459710746,1.301752345,359474.8789
2014,2,Top 10%,Adults,0.80038613,23624713.1,19072627.98,17684078.12,8.52E+12,0.459999323,1.310158946,360787.775
2014,3,Top 10%,Adults,0.80201191,23648613.2,19083818.22,17708040.65,8.61E+12,0.462038022,1.33158935,364134.6563
2014,4,Top 10%,Adults,0.80383825,23672251.02,19094797.56,17731806.21,8.68E+12,0.4632551,1.348751485,366814.9431
2014,5,Top 10%,Adults,0.8055287,23694858.64,19104947.13,17754799.19,8.76E+12,0.464845935,1.36647125,369582.3174
2014,6,Top 10%,Adults,0.80677801,23715110,19113199.22,17776024.83,8.83E+12,0.465886578,1.384029896,372324.5291
2014,7,Top 10%,Adults,0.80836898,23733967.32,19120331.4,17796202.83,8.89E+12,0.466630312,1.397380364,374409.5309
2014,8,Top 10%,Adults,0.80875814,23751150.87,19126119.83,17815122.32,8.93E+12,0.466582607,1.406950644,375904.1641
2014,9,Top 10%,Adults,0.80956674,23766863.25,19130729.28,17832934.06,8.92E+12,0.465454576,1.402854144,375264.3955
2014,10,Top 10%,Adults,0.81008118,23783735.01,19136277.73,17851611.36,8.96E+12,0.467100627,1.413033332,376854.1244
2014,11,Top 10%,Adults,0.8103835,23801848.04,19142829.87,17871216.62,8.96E+12,0.466118342,1.411004481,376537.2698
2014,12,Top 10%,Adults,0.81026697,23820636.84,19149929.81,17891326.05,8.95E+12,0.46444667,1.406264904,375797.0689
2015,1,Top 10%,Adults,0.80785143,23840458.1,19156293.73,17907171.31,8.97E+12,0.463965372,1.409813195,376351.2213
2015,2,Top 10%,Adults,0.81003869,23861858.4,19163923.51,17924202.92,8.98E+12,0.464359241,1.40889403,376207.6713
2015,3,Top 10%,Adults,0.81197792,23883995.18,19172140.91,17941788.14,8.95E+12,0.463477545,1.398109628,374523.4234
2015,4,Top 10%,Adults,0.81251287,23906235.03,19180436.87,17959451.2,9.00E+12,0.464807644,1.411298201,376583.1412
2015,5,Top 10%,Adults,0.81444001,23927315.3,19187798.73,17976243.51,9.00E+12,0.463702098,1.4089305,376213.3669
2015,6,Top 10%,Adults,0.81607831,23946624.75,19193737.96,17991705.68,9.01E+12,0.464615887,1.410042749,376387.0718
2015,7,Top 10%,Adults,0.81688315,23965274.17,19199146.56,18006672.12,9.02E+12,0.464760787,1.409048318,376231.7672
2015,8,Top 10%,Adults,0.81713867,23982634.52,19203521.63,18020670.07,8.99E+12,0.463579642,1.40085791,374952.6348
2015,9,Top 10%,Adults,0.81629086,23998816.49,19206953.3,18033782.56,9.00E+12,0.463843141,1.400593235,374911.2993
2015,10,Top 10%,Adults,0.81664664,24015551.93,19210828.33,18047310.92,8.97E+12,0.46238256,1.391492409,373489.9828
2015,11,Top 10%,Adults,0.8172152,24032851.94,19215154.95,18061263.55,8.95E+12,0.46182172,1.38408218,372332.6945
2015,12,Top 10%,Adults,0.81621742,24051006.28,19220164.04,18075858.29,9.01E+12,0.463032769,1.399397691,374724.5858
2016,1,Top 10%,Adults,0.81589895,24070758.95,19225928.34,18096775.04,9.05E+12,0.463444866,1.408192997,376098.1879
2016,2,Top 10%,Adults,0.81509572,24091031.8,19232112.33,18118080.32,9.05E+12,0.462912072,1.406586102,375847.2319
2016,3,Top 10%,Adults,0.81712419,24111936.97,19238804.82,18139858.9,9.03E+12,0.462674199,1.399306819,374710.394
2016,4,Top 10%,Adults,0.8204093,24133287.87,19245856.21,18161970.83,8.98E+12,0.461610395,1.381638077,371950.9882
2016,5,Top 10%,Adults,0.82181937,24153040.78,19251636.96,18182877.91,8.95E+12,0.461477754,1.372982763,370599.2494
2016,6,Top 10%,Adults,0.82318425,24171088.49,19256063.62,18202498.22,8.95E+12,0.460966192,1.37142835,370356.4897
2016,7,Top 10%,Adults,0.82292932,24187888.64,19259502.67,18221175.22,8.99E+12,0.460710735,1.37909787,371554.2727
2016,8,Top 10%,Adults,0.82390481,24202766.03,19261418.29,18238399.19,9.01E+12,0.461548805,1.384351266,372374.7188
2016,9,Top 10%,Adults,0.82541704,24216746.55,19262628.84,18254942.06,9.04E+12,0.460978357,1.389009881,373102.2755
2016,10,Top 10%,Adults,0.8276661,24231518.24,19264477.4,18272076.05,9.06E+12,0.461214376,1.393625992,373823.1939
2016,11,Top 10%,Adults,0.82812226,24246983.14,19266885.14,18289727.86,9.10E+12,0.461768631,1.40263938,375230.8548
2016,12,Top 10%,Adults,0.82948583,24263710.55,19270303.34,18308327.62,9.11E+12,0.4612797,1.405076304,375611.4401
2017,1,Top 10%,Adults,0.83214098,24282178.91,19275039.62,18293531.17,9.12E+12,0.461901627,1.405244141,375637.6519
2017,2,Top 10%,Adults,0.8332141,24300776.4,19279873.65,18278818.29,9.12E+12,0.461158994,1.404358136,375499.2806
2017,3,Top 10%,Adults,0.83277893,24319880.28,19285104.41,18264471.85,9.15E+12,0.461017438,1.408761855,376187.0289
2017,4,Top 10%,Adults,0.83486152,24339129.53,19290445.17,18250219.39,9.16E+12,0.461278306,1.410892414,376519.7677
2017,5,Top 10%,Adults,0.83493674,24356909.41,19294616.62,18234851.54,9.20E+12,0.461653935,1.418501292,377708.0799
2017,6,Top 10%,Adults,0.83610749,24373323.04,19297702.22,18218450.59,9.22E+12,0.461592595,1.421671735,378203.2221
2017,7,Top 10%,Adults,0.83675468,24387690.07,19299165.24,18200513.62,9.25E+12,0.461483399,1.427380716,379094.8191
2017,8,Top 10%,Adults,0.83912361,24399417.86,19298539.43,18180606.28,9.25E+12,0.461120506,1.426796793,379003.6253
2017,9,Top 10%,Adults,0.8426069,24410725.27,19297582.1,18160388.58,9.29E+12,0.461741156,1.435816706,380412.305
2017,10,Top 10%,Adults,0.84413427,24423867.98,19298076.04,18141537.48,9.33E+12,0.462394526,1.44527934,381890.1266
2017,11,Top 10%,Adults,0.84545559,24438179.97,19299493.06,18123552.6,9.39E+12,0.463019632,1.459052557,384041.151
2017,12,Top 10%,Adults,0.84623623,24453785.55,19301929.85,18106521.87,9.46E+12,0.464911493,1.47747297,386917.9487
2018,1,Top 10%,Adults,0.84844232,24470913.2,19306118.74,18119565.97,9.50E+12,0.465444114,1.485178433,388121.345
2018,2,Top 10%,Adults,0.85049248,24488180.6,19310419.34,18132713.49,9.53E+12,0.466576735,1.492765541,389306.2573
2018,3,Top 10%,Adults,0.85245806,24506208.17,19315320.47,18146423.85,9.54E+12,0.466497881,1.491532926,389113.7543
2018,4,Top 10%,Adults,0.85568798,24524273.53,19320252.19,18160162.16,9.52E+12,0.466285405,1.485414691,388158.2425
2018,5,Top 10%,Adults,0.85820073,24541118.96,19324224.07,18172997.07,9.54E+12,0.466902958,1.488433302,388629.6724
2018,6,Top 10%,Adults,0.85939604,24556504.02,19327048.29,18184750.47,9.57E+12,0.466789385,1.494595871,389592.1082
2018,7,Top 10%,Adults,0.85972244,24570296.45,19328622.43,18195324.34,9.63E+12,0.466869176,1.508521596,391766.9503
2018,8,Top 10%,Adults,0.86016881,24581527.38,19328186.49,18204001.13,9.69E+12,0.468002077,1.525160661,394365.547
2018,9,Top 10%,Adults,0.86205208,24591642.36,19326879.42,18211851.25,9.69E+12,0.46784337,1.522960188,394021.8894
2018,10,Top 10%,Adults,0.86378038,24603798.16,19327182.23,18221212.51,9.69E+12,0.467504946,1.522540367,393956.3241
2018,11,Top 10%,Adults,0.86456406,24617158.99,19328436.38,18231466.02,9.71E+12,0.467693249,1.52592689,394485.2124
2018,12,Top 10%,Adults,0.86533839,24631715.7,19330633.29,18242605.04,9.71E+12,0.465502089,1.5231865,394057.2336
2019,1,Top 10%,Adults,0.86600012,24647997.52,19332517.94,18244966.3,9.70E+12,0.465285706,1.519531505,393486.4168
2019,2,Top 10%,Adults,0.86770451,24665038.5,19334999.36,18247890.7,9.70E+12,0.46497754,1.518347143,393301.4496
2019,3,Top 10%,Adults,0.87001377,24673635.69,19330866.42,18244572.36,9.72E+12,0.465053483,1.523136847,394049.479
2019,4,Top 10%,Adults,0.87222403,24683058.39,19327388.31,18241871.62,9.72E+12,0.465020465,1.521870818,393851.7577
2019,5,Top 10%,Adults,0.8726424,24693301.8,19324560.17,18239783.96,9.72E+12,0.464647767,1.520265466,393601.0426
2019,6,Top 10%,Adults,0.87336856,24704741.6,19322674.73,18238585.73,9.75E+12,0.465624583,1.526077483,394508.7311
2019,7,Top 10%,Adults,0.87501526,24716705.41,19321204.81,18237779.41,9.73E+12,0.465509642,1.520985345,393713.4694
2019,8,Top 10%,Adults,0.87554592,24729865.6,19320675.01,18237860.22,9.78E+12,0.465719367,1.531717866,395389.6148
2019,9,Top 10%,Adults,0.87621605,24742951.61,19320091.65,18237890.26,9.79E+12,0.465537297,1.534623217,395843.3563
2019,10,Top 10%,Adults,0.87785184,24755063.77,19318752.73,18237206.78,9.82E+12,0.465526594,1.541052968,396847.5192
2019,11,Top 10%,Adults,0.87819874,24766056.12,19316545.66,18235703.44,9.84E+12,0.463871668,1.543867858,397287.1331
2019,12,Top 10%,Adults,0.88036537,24775926.26,19313470.02,18233379.78,9.80E+12,0.463991481,1.533753611,395707.5461
2020,1,Top 10%,Adults,0.88212633,24783255.29,19319183.18,18238773.45,9.83E+12,0.462347407,1.539925088,396671.3731
2020,2,Top 10%,Adults,0.88330734,24789385.55,19323961.87,18243284.9,9.83E+12,0.460641858,1.540378021,396742.1097
2020,3,Top 10%,Adults,0.88160145,24797461.12,19330256.98,18249227.97,9.48E+12,0.458278477,1.448669025,382419.5087
2020,4,Top 10%,Adults,0.87725222,24800976.08,19332996.98,18251814.75,8.42E+12,0.462197582,1.174936213,339669.4408
2020,5,Top 10%,Adults,0.87835175,24800827.73,19332881.34,18251705.57,8.63E+12,0.459177301,1.226974099,347796.4283
2020,6,Top 10%,Adults,0.88151222,24803818.69,19335212.86,18253906.71,8.88E+12,0.458798596,1.291512708,357875.7093
2020,7,Top 10%,Adults,0.88399363,24808228.55,19338650.46,18257152.07,9.09E+12,0.461667402,1.346717438,366497.277
2020,8,Top 10%,Adults,0.8869018,24812865.72,19342265.25,18260564.71,9.29E+12,0.463276983,1.396909028,374335.9204
2020,9,Top 10%,Adults,0.88904607,24817950.34,19346228.84,18264306.65,9.51E+12,0.46562733,1.452809314,383066.1161
2020,10,Top 10%,Adults,0.89018738,24822735.86,19349959.27,18267828.47,9.70E+12,0.46467522,1.502636584,390847.8619
2020,11,Top 10%,Adults,0.89106023,24824604.61,19351416.01,18269203.74,9.72E+12,0.463678817,1.506986555,391527.2163
2020,12,Top 10%,Adults,0.89552116,24822510.94,19349783.94,18267662.94,9.73E+12,0.462928014,1.510191719,392027.7808
2021,1,Top 10%,Adults,0.899445,24820642.19,19348305.35,18266287.67,9.83E+12,0.466377638,1.536763364,396177.5926
2021,2,Top 10%,Adults,0.90267211,24821166.21,19348713.83,18266673.31,9.85E+12,0.46829232,1.542072534,397006.7494
2021,3,Top 10%,Adults,0.90797961,24821388.74,19348887.29,18266837.07,1.00E+13,0.472912279,1.583623603,403495.9642
2021,4,Top 10%,Adults,0.91250104,24822137.67,19349471.11,18267388.24,9.98E+12,0.471000998,1.573406426,401900.3023
2021,5,Top 10%,Adults,0.91712648,24825501.89,19352093.6,18269864.08,9.99E+12,0.471266299,1.575422761,402215.2022
2021,6,Top 10%,Adults,0.92252529,24831782.89,19356989.79,18274486.47,1.00E+13,0.472528509,1.587425912,404089.7876
2021,7,Top 10%,Adults,0.9273535,24839260.27,19362818.59,18279989.31,1.01E+13,0.472804678,1.603545114,406607.1949
2021,8,Top 10%,Adults,0.93157625,24846962.57,19368822.71,18285657.68,1.02E+13,0.473604346,1.616145436,408575.0431
2021,9,Top 10%,Adults,0.93499953,24855038.14,19375117.82,18291600.75,1.02E+13,0.471812354,1.62268818,409596.8524
2021,10,Top 10%,Adults,0.94083309,24863262.07,19381528.56,18297653,1.03E+13,0.473092861,1.653055115,414339.3914
2021,11,Top 10%,Adults,0.94705546,24869619.64,19386484.44,18302331.74,1.03E+13,0.472144551,1.658097537,415126.8889
2021,12,Top 10%,Adults,0.95262498,24872758.94,19388931.6,18304642.05,1.03E+13,0.471351019,1.654463052,414559.2753
2022,1,Top 10%,Adults,0.95807737,24876048.99,19391496.27,18307063.31,1.03E+13,0.472444262,1.656595457,414892.3024
2022,2,Top 10%,Adults,0.96468633,24880985.25,19395344.21,18310696.06,1.03E+13,0.471917036,1.656605366,414893.85
2022,3,Top 10%,Adults,0.97530317,24885620.03,19398957.13,18314106.95,1.03E+13,0.4726756,1.652600654,414268.4163
2022,4,Top 10%,Adults,0.97920936,24889434.1,19401930.29,18316913.84,1.03E+13,0.47175931,1.645717593,413193.4582
2022,5,Top 10%,Adults,0.98628378,24894293.8,19405718.54,18320490.25,1.03E+13,0.471464461,1.646744227,413353.792
2022,6,Top 10%,Adults,0.99635851,24901771.18,19411547.34,18325993.09,1.03E+13,0.473494248,1.658715,415223.3208
2022,7,Top 10%,Adults,0.99462563,24909920.92,19417900.26,18331990.75,1.05E+13,0.475470966,1.702253462,422022.9157
2022,8,Top 10%,Adults,0.99686623,24917623.22,19423904.39,18337659.12,1.06E+13,0.475400894,1.717081997,424338.7538
2022,9,Top 10%,Adults,1,24925624.62,19430141.67,18343547.6,1.06E+13,0.475482458,1.726031983,425736.5128
1976,1,Middle 40%,Adults,0.23993444,56972706.62,47823190.77,37853815.68,3.21E+12,0.492057478,0,56302.44504
1976,2,Middle 40%,Adults,0.24025238,57073622,47907899.78,37920865.95,3.23E+12,0.491448562,0.004105055,56533.56969
1976,3,Middle 40%,Adults,0.24077073,57183589.75,48000207.41,37993930.79,3.23E+12,0.490981116,0.003721845,56511.99402
1976,4,Middle 40%,Adults,0.24162138,57294453.91,48093267.5,38067591.23,3.24E+12,0.491751247,0.004995904,56583.72666
1976,5,Middle 40%,Adults,0.24285275,57400777.24,48182515.99,38138234.64,3.25E+12,0.4924992,0.004928936,56579.95621
1976,6,Middle 40%,Adults,0.24374177,57498236.34,48264323.77,38202988.47,3.25E+12,0.492445935,0.004216413,56539.83941
1976,7,Middle 40%,Adults,0.24457005,57591156.29,48342321.37,38264726.41,3.26E+12,0.492106291,0.006502414,56668.54685
1976,8,Middle 40%,Adults,0.24577188,57681691.07,48418316.85,38324879.58,3.27E+12,0.492170174,0.0080398,56755.10542
1976,9,Middle 40%,Adults,0.24727948,57768218.74,48490948.73,38382370.36,3.27E+12,0.49221183,0.00604453,56642.76684
1976,10,Middle 40%,Adults,0.24896811,57858735.78,48566929.31,38442511.74,3.27E+12,0.493080451,0.002964335,56469.34433
1976,11,Middle 40%,Adults,0.25026855,57953195.62,48646219.5,38505272.81,3.29E+12,0.493409087,0.007760172,56739.36171
1976,12,Middle 40%,Adults,0.25161788,58048899.94,48726554.32,38568860.74,3.30E+12,0.493510584,0.010250168,56879.55458
1977,1,Middle 40%,Adults,0.2528069,58148992.94,48809054.55,38672495.64,3.30E+12,0.493421832,0.009080652,56813.70794
1977,2,Middle 40%,Adults,0.25453672,58257056.4,48898244.34,38781448.24,3.32E+12,0.493047696,0.010817693,56911.50758
1977,3,Middle 40%,Adults,0.25560036,58374061.7,48994938.37,38896380.92,3.34E+12,0.492283484,0.016952697,57256.92333
1977,4,Middle 40%,Adults,0.25689629,58490089.64,49090810.75,39010694.82,3.36E+12,0.491312315,0.021638233,57520.73049
1977,5,Middle 40%,Adults,0.25789505,58599485.15,49181115.38,39120612.62,3.39E+12,0.491002054,0.028240526,57892.45573
1977,6,Middle 40%,Adults,0.25891182,58702324.77,49265917.04,39226172.84,3.41E+12,0.490533506,0.03278356,58148.23965
1977,7,Middle 40%,Adults,0.25971621,58797150.17,49343992.34,39326387.63,3.44E+12,0.489845231,0.038209375,58453.72626
1977,8,Middle 40%,Adults,0.26092711,58880942.06,49412808.13,39419220.55,3.44E+12,0.489743346,0.038695912,58481.11952
1977,9,Middle 40%,Adults,0.26246536,58962000.13,49479330.15,39510212.58,3.45E+12,0.489832907,0.040486585,58581.93879
1977,10,Middle 40%,Adults,0.26480284,59054670.66,49555597.24,39608980.96,3.46E+12,0.490311313,0.041556357,58642.16952
1977,11,Middle 40%,Adults,0.26692984,59152826.83,49636467.38,39711434.16,3.46E+12,0.490360252,0.039033366,58500.119
1977,12,Middle 40%,Adults,0.2682966,59251889.28,49718097.62,39814505.19,3.46E+12,0.49035599,0.037691945,58424.59371
1978,1,Middle 40%,Adults,0.2694234,59355974.11,49798415.01,39905764.34,3.45E+12,0.490210399,0.03320219,58171.80953
1978,2,Middle 40%,Adults,0.27034563,59465621.2,49883396.42,40000771.02,3.48E+12,0.490847606,0.040090397,58559.6324
1978,3,Middle 40%,Adults,0.27190629,59585980.95,49977359.75,40102997.53,3.52E+12,0.49044875,0.048505496,59033.42308
1978,4,Middle 40%,Adults,0.27391231,59705686.76,50070768.91,40204801.17,3.56E+12,0.489343995,0.059891117,59674.46138
1978,5,Middle 40%,Adults,0.27579084,59814936.31,50155404.81,40299576.96,3.57E+12,0.488731261,0.061412213,59760.10277
1978,6,Middle 40%,Adults,0.27749243,59917200.84,50234181.38,40389653.67,3.60E+12,0.488612814,0.065719116,60002.59195
1978,7,Middle 40%,Adults,0.27889469,60015974.69,50310030.33,40477380.61,3.60E+12,0.489600066,0.064695283,59944.94764
1978,8,Middle 40%,Adults,0.28030387,60112181.8,50383727.25,40563377.54,3.61E+12,0.489356665,0.065761708,60004.99
1978,9,Middle 40%,Adults,0.28202358,60200279.03,50450627.65,40643899.34,3.62E+12,0.489858149,0.067610834,60109.10029
1978,10,Middle 40%,Adults,0.28451329,60290651.07,50519435.97,40725952.31,3.64E+12,0.489639732,0.071453308,60325.44099
1978,11,Middle 40%,Adults,0.28627959,60386599.01,50592917.15,40811769.88,3.64E+12,0.489768587,0.071651279,60336.58722
1978,12,Middle 40%,Adults,0.28765333,60485963.35,50669260.24,40899897.61,3.67E+12,0.49036879,0.076316369,60599.24323
1979,1,Middle 40%,Adults,0.28974932,60588533.24,50743431.11,40984326.63,3.66E+12,0.490236864,0.07388691,60462.45875
1979,2,Middle 40%,Adults,0.29114646,60695509.6,50821290.64,41071738.64,3.68E+12,0.49017047,0.075904953,60576.07948
1979,3,Middle 40%,Adults,0.29318735,60809878.84,50905336.28,41164158.51,3.69E+12,0.490281243,0.076806275,60626.82614
1979,4,Middle 40%,Adults,0.29592475,60922063.6,50987548.19,41255106.11,3.66E+12,0.490287998,0.066226882,60031.18045
1979,5,Middle 40%,Adults,0.29869658,61027854.17,51064405.21,41341728.01,3.65E+12,0.490327466,0.0625428,59823.7576
1979,6,Middle 40%,Adults,0.30088675,61131287.24,51139287.93,41426755.06,3.66E+12,0.490527965,0.062794016,59837.9017
1979,7,Middle 40%,Adults,0.30293572,61230851.61,51210933.8,41509161.04,3.66E+12,0.490504342,0.061592973,59770.28004
1979,8,Middle 40%,Adults,0.30492631,61328645.89,51281099.8,41590366.3,3.66E+12,0.490327891,0.060940876,59733.56537
1979,9,Middle 40%,Adults,0.30720395,61419463.65,51345434.48,41666837.54,3.67E+12,0.490547955,0.059883545,59674.03506
1979,10,Middle 40%,Adults,0.30920687,61512202.49,51411378.3,41744607.97,3.66E+12,0.490658024,0.056946216,59508.65625
1979,11,Middle 40%,Adults,0.31061479,61605246.72,51477580.11,41822582.13,3.67E+12,0.490964717,0.059113057,59630.65469
1979,12,Middle 40%,Adults,0.31223497,61713348.7,51556364.08,41910778.9,3.69E+12,0.491166263,0.060829153,59727.27511
1980,1,Middle 40%,Adults,0.31425482,61825763.55,51651507.37,42006733.24,3.69E+12,0.492511086,0.060985606,59736.08377
1980,2,Middle 40%,Adults,0.31688938,61929898.8,51739733.63,42097062.96,3.68E+12,0.493625378,0.056139351,59463.22779
1980,3,Middle 40%,Adults,0.32049364,62042860.34,51835333.95,42193393.41,3.67E+12,0.49487758,0.049191739,59072.06022
1980,4,Middle 40%,Adults,0.32239327,62158558.02,51933220.53,42291589.26,3.64E+12,0.49614504,0.040502458,58582.83248
1980,5,Middle 40%,Adults,0.32496461,62266078.95,52024275.65,42384224.71,3.62E+12,0.496379228,0.03121345,58059.83858
1980,6,Middle 40%,Adults,0.32691851,62358292.6,52102541.02,42466436.13,3.62E+12,0.496596897,0.031373871,58068.87068
1980,7,Middle 40%,Adults,0.32919213,62441406.64,52173202.59,42542438.67,3.62E+12,0.495990294,0.030291247,58007.91633
1980,8,Middle 40%,Adults,0.33184797,62516680.44,52237312.11,42613082.32,3.64E+12,0.495127487,0.033578768,58193.01178
1980,9,Middle 40%,Adults,0.33501145,62591152.24,52300750.27,42683159.54,3.65E+12,0.494001812,0.035047429,58275.70101
1980,10,Middle 40%,Adults,0.33797932,62677113.08,52373787.57,42761055.19,3.68E+12,0.492630433,0.042570366,58699.26074
1980,11,Middle 40%,Adults,0.34089059,62767662.11,52450658.12,42842069.74,3.70E+12,0.492324792,0.04647036,58918.83995
1980,12,Middle 40%,Adults,0.34313428,62860019.29,52529039.02,42924309.1,3.71E+12,0.491833739,0.049375738,59082.4198
1981,1,Middle 40%,Adults,0.34633556,62960623.55,52614655.6,43007999.74,3.73E+12,0.492117727,0.052356875,59250.26514
1981,2,Middle 40%,Adults,0.34993035,63069118,52706866.38,43097085.48,3.72E+12,0.492348678,0.047548249,58979.52773
1981,3,Middle 40%,Adults,0.35264787,63181540.22,52802360.43,43188863.3,3.73E+12,0.492700113,0.047305164,58965.84145
1981,4,Middle 40%,Adults,0.3546668,63294915.78,52898652.18,43281302.04,3.72E+12,0.493820859,0.043627777,58758.79556
1981,5,Middle 40%,Adults,0.35665506,63396457.26,52985054.28,43365655.22,3.72E+12,0.49426654,0.043554282,58754.65761
1981,6,Middle 40%,Adults,0.3583867,63482028.39,53058108.79,43439084.14,3.74E+12,0.494134914,0.047781726,58992.67306
1981,7,Middle 40%,Adults,0.36078265,63563635.19,53127849.44,43509795.77,3.76E+12,0.492299679,0.051918208,59225.5671
1981,8,Middle 40%,Adults,0.3632873,63642378.45,53195196.05,43578541.12,3.78E+12,0.492204564,0.055432909,59423.45337
1981,9,Middle 40%,Adults,0.36575666,63718327.89,53260206.69,43645365.99,3.77E+12,0.492093046,0.050345918,59137.04333
1981,10,Middle 40%,Adults,0.36770055,63798331,53328604.94,43714960.39,3.76E+12,0.494041192,0.046719468,58932.8653
1981,11,Middle 40%,Adults,0.36986646,63879547.32,53398016.7,43785380.2,3.75E+12,0.494678553,0.042236978,58680.49017
1981,12,Middle 40%,Adults,0.37109399,63962988.15,53469287.44,43857319.72,3.73E+12,0.495612571,0.036981702,58384.60529
1982,1,Middle 40%,Adults,0.37328014,64053539.07,53533314.89,43927953.62,3.74E+12,0.499150819,0.035807107,58318.47274
1982,2,Middle 40%,Adults,0.37461373,64149354,53601740.18,44002198.74,3.74E+12,0.499219681,0.035038886,58275.21999
1982,3,Middle 40%,Adults,0.37603071,64248148.75,53672652.26,44078490.09,3.73E+12,0.499764864,0.032405519,58126.955
1982,4,Middle 40%,Adults,0.37691107,64349955.62,53746076.49,44156850.99,3.75E+12,0.499422219,0.036044186,58331.82082
1982,5,Middle 40%,Adults,0.37946022,64444705.39,53813603.11,44230371.83,3.75E+12,0.499089287,0.034872843,58265.87136
1982,6,Middle 40%,Adults,0.38216335,64527585.76,53871218.35,44295746.32,3.74E+12,0.499205853,0.029054217,57938.26853
1982,7,Middle 40%,Adults,0.38399237,64606772.4,53925752.65,44358583.15,3.73E+12,0.499834254,0.026021882,57767.54063
1982,8,Middle 40%,Adults,0.38489172,64682752.69,53977614.71,44419215.59,3.72E+12,0.498877532,0.022670387,57578.84326
1982,9,Middle 40%,Adults,0.38580087,64753096.24,54024778.48,44475973.05,3.71E+12,0.499157701,0.018069058,57319.77718
1982,10,Middle 40%,Adults,0.38795501,64827988.34,54075742.96,44535850.49,3.69E+12,0.498937028,0.012008098,56978.53029
1982,11,Middle 40%,Adults,0.3890771,64903588.35,54127302.72,44596210.75,3.69E+12,0.498334368,0.009137115,56816.88695
1982,12,Middle 40%,Adults,0.3896023,64985767.82,54184353.02,44661089.3,3.71E+12,0.498683256,0.014369621,57111.48985
1983,1,Middle 40%,Adults,0.39133582,65080471.09,54259981.31,44744208.86,3.73E+12,0.498416731,0.01729227,57276.04211
1983,2,Middle 40%,Adults,0.39187375,65174518.4,54335061.57,44826883.59,3.73E+12,0.497504865,0.016251765,57217.45917
1983,3,Middle 40%,Adults,0.39222351,65271862.17,54412888.78,44911832.49,3.75E+12,0.497021622,0.021672713,57522.67177
1983,4,Middle 40%,Adults,0.39381775,65372355.82,54493340.23,44998957.35,3.77E+12,0.495939037,0.024463822,57679.81806
1983,5,Middle 40%,Adults,0.39464408,65465899.8,54567997.16,45081305.95,3.79E+12,0.495074765,0.028742163,57920.69911
1983,6,Middle 40%,Adults,0.39572331,65546921.37,54632215.84,45155033.52,3.81E+12,0.494994532,0.032867224,58152.9501
1983,7,Middle 40%,Adults,0.39745417,65622255.15,54691694.34,45224839.97,3.83E+12,0.49408568,0.037203336,58397.08381
1983,8,Middle 40%,Adults,0.39893794,65693790.3,54748007.95,45292023.16,3.84E+12,0.494669526,0.037479071,58412.60839
1983,9,Middle 40%,Adults,0.40037268,65764388.51,54803541.95,45358553.73,3.86E+12,0.493094068,0.042196563,58678.21473
1983,10,Middle 40%,Adults,0.40138489,65839766.02,54863059.72,45428375.08,3.91E+12,0.494233578,0.055971649,59453.78573
1983,11,Middle 40%,Adults,0.4021126,65915891.19,54923201.25,45498708.24,3.94E+12,0.493196302,0.060592776,59713.9665
1983,12,Middle 40%,Adults,0.40234601,65992134.02,54983441.53,45569118.81,3.98E+12,0.492637922,0.070584414,60276.52014
1984,1,Middle 40%,Adults,0.40394723,66074915.85,55051458.42,45628804.41,4.01E+12,0.491764978,0.079215708,60762.4831
