Year,Month,Group,Unit,Inflation Deflator,Real Total Wealth,Real Wealth Share,Real Wealth Per Unit Growth,Real Wealth Per Unit
2010,5,Total,Adults,0.73323166,67100000000000,1,1.341516766,295773.0881
2010,6,Total,Adults,0.73341453,66800000000000,1,1.328751587,294160.6306
2010,7,Total,Adults,0.73417437,67300000000000,1,1.343608943,296037.3654
2010,8,Total,Adults,0.73525709,68200000000000,1,1.372083403,299634.1702
2010,9,Total,Adults,0.73600954,69300000000000,1,1.410203045,304449.3245
2010,10,Total,Adults,0.73832089,70100000000000,1,1.434876045,307565.9407
2010,11,Total,Adults,0.73948181,70600000000000,1,1.451695042,309690.464
2010,12,Total,Adults,0.74055737,71100000000000,1,1.465182122,311394.1098
2011,1,Total,Adults,0.74189681,71500000000000,1,1.475496092,312696.9383
2011,2,Total,Adults,0.74299306,71800000000000,1,1.486539821,314091.9476
2011,3,Total,Adults,0.744923,72100000000000,1,1.492516028,314846.8435
2011,4,Total,Adults,0.74691844,72400000000000,1,1.498590059,315614.0961
2011,5,Total,Adults,0.74875027,72300000000000,1,1.495212938,315187.5088
2011,6,Total,Adults,0.74887282,72000000000000,1,1.479881325,313250.8672
2011,7,Total,Adults,0.75113952,70600000000000,1,1.431264098,307109.6909
2011,8,Total,Adults,0.75325644,69300000000000,1,1.382465167,300945.5622
2011,9,Total,Adults,0.75402671,68500000000000,1,1.354331563,297391.8132
2011,10,Total,Adults,0.75310415,68600000000000,1,1.356801477,297703.805
2011,11,Total,Adults,0.75399572,69300000000000,1,1.377750186,300349.9805
2011,12,Total,Adults,0.75404859,70300000000000,1,1.409939942,304416.09
2012,1,Total,Adults,0.75654048,71400000000000,1,1.444460854,308776.6639
2012,2,Total,Adults,0.75831318,72200000000000,1,1.471073703,312138.3159
2012,3,Total,Adults,0.76001567,72600000000000,1,1.480998667,313392.0064
2012,4,Total,Adults,0.76144326,72400000000000,1,1.470951918,312122.9324
2012,5,Total,Adults,0.7611444,72200000000000,1,1.463831308,311223.4792
2012,6,Total,Adults,0.76144391,72100000000000,1,1.458624486,310565.7697
2012,7,Total,Adults,0.76252639,72600000000000,1,1.472325424,312296.4293
2012,8,Total,Adults,0.76550227,73300000000000,1,1.494461074,315092.5356
2012,9,Total,Adults,0.76784551,74000000000000,1,1.515693718,317774.5769
2012,10,Total,Adults,0.76974249,74200000000000,1,1.52272602,318662.8754
2012,11,Total,Adults,0.76898825,74600000000000,1,1.531951098,319828.1585
2012,12,Total,Adults,0.76877964,75100000000000,1,1.546199879,321628.02
2013,1,Total,Adults,0.77032381,76000000000000,1,1.576416742,325444.9198
2013,2,Total,Adults,0.77344614,77000000000000,1,1.605845447,329162.2619
2013,3,Total,Adults,0.77297151,78000000000000,1,1.637650321,333179.7542
2013,4,Total,Adults,0.77314925,78400000000000,1,1.648179143,334509.7222
2013,5,Total,Adults,0.77414691,78400000000000,1,1.647082798,334371.2353
2013,6,Total,Adults,0.77601951,78400000000000,1,1.645521602,334174.03
2013,7,Total,Adults,0.77689523,79100000000000,1,1.665042913,336639.901
2013,8,Total,Adults,0.77828848,79900000000000,1,1.689483556,339727.1667
2013,9,Total,Adults,0.77908087,80800000000000,1,1.719910192,343570.5644
2013,10,Total,Adults,0.78117597,81600000000000,1,1.743916253,346602.9351
2013,11,Total,Adults,0.78276253,82300000000000,1,1.764388053,349188.8689
2013,12,Total,Adults,0.78427595,82900000000000,1,1.782010757,351414.9138
2014,1,Total,Adults,0.7853058,83400000000000,1,1.796383489,353230.4325
2014,2,Total,Adults,0.78554696,84000000000000,1,1.814673871,355540.8165
2014,3,Total,Adults,0.78714257,84600000000000,1,1.830823732,357580.8165
2014,4,Total,Adults,0.78893512,85200000000000,1,1.850739179,360096.4736
2014,5,Total,Adults,0.79059422,85900000000000,1,1.870690461,362616.6573
2014,6,Total,Adults,0.79182041,86400000000000,1,1.884432871,364352.5556
2014,7,Total,Adults,0.79338187,86400000000000,1,1.883290028,364208.1953
2014,8,Total,Adults,0.79376376,86400000000000,1,1.881310394,363958.134
2014,9,Total,Adults,0.79455739,86600000000000,1,1.883620126,364249.8921
2014,10,Total,Adults,0.7950623,87100000000000,1,1.899660487,366276.0605
2014,11,Total,Adults,0.79535902,87900000000000,1,1.923236269,369254.0796
2014,12,Total,Adults,0.79524463,88700000000000,1,1.948074506,372391.5682
2015,1,Total,Adults,0.79287386,89500000000000,1,1.973192758,375564.4275
2015,2,Total,Adults,0.79502058,90100000000000,1,1.989778867,377659.5329
2015,3,Total,Adults,0.79692388,90500000000000,1,2.000942458,379069.6828
2015,4,Total,Adults,0.79744893,91000000000000,1,2.01260648,380543.0457
2015,5,Total,Adults,0.79934031,90900000000000,1,2.009134319,380104.4531
2015,6,Total,Adults,0.80094826,90500000000000,1,1.992041179,377945.3011
2015,7,Total,Adults,0.80173814,89500000000000,1,1.958047364,373651.3085
2015,8,Total,Adults,0.8019889,88900000000000,1,1.935156951,370759.863
2015,9,Total,Adults,0.80115682,88700000000000,1,1.926064027,369611.2733
2015,10,Total,Adults,0.80150598,89200000000000,1,1.939110641,371259.2808
2015,11,Total,Adults,0.80206406,90000000000000,1,1.964621632,374481.7496
2015,12,Total,Adults,0.80108476,90900000000000,1,1.991729262,377905.9007
2016,1,Total,Adults,0.80077219,91500000000000,1,2.008701738,380049.811
2016,2,Total,Adults,0.79998386,91900000000000,1,2.021460173,381661.4166
2016,3,Total,Adults,0.80197471,92100000000000,1,2.024324836,382023.2719
2016,4,Total,Adults,0.80519891,92200000000000,1,2.023436828,381911.1014
2016,5,Total,Adults,0.80658281,92500000000000,1,2.031984174,382990.7756
2016,6,Total,Adults,0.80792242,92900000000000,1,2.04395268,384502.5999
2016,7,Total,Adults,0.8076722,93700000000000,1,2.066409047,387339.218
2016,8,Total,Adults,0.80862963,94300000000000,1,2.084676883,389646.7541
2016,9,Total,Adults,0.81011385,94700000000000,1,2.095618331,391028.8436
2016,10,Total,Adults,0.81232119,94600000000000,1,2.09105976,390453.0191
2016,11,Total,Adults,0.81276888,94700000000000,1,2.093445089,390754.3265
2016,12,Total,Adults,0.81410718,95000000000000,1,2.098637668,391410.2369
2017,1,Total,Adults,0.81671309,95600000000000,1,2.117849287,393836.9885
2017,2,Total,Adults,0.81776631,96600000000000,1,2.145963668,397388.3094
2017,3,Total,Adults,0.81733918,97500000000000,1,2.172410471,400728.987
2017,4,Total,Adults,0.8193832,98000000000000,1,2.18597541,402442.4677
2017,5,Total,Adults,0.81945699,98500000000000,1,2.20161235,404417.6772
2017,6,Total,Adults,0.82060611,98900000000000,1,2.212055224,405736.7884
2017,7,Total,Adults,0.82124126,99400000000000,1,2.226612044,407575.5605
2017,8,Total,Adults,0.82356626,99900000000000,1,2.240647007,409348.4132
2017,9,Total,Adults,0.826985,101000000000000,1,2.259378819,411714.5572
2017,10,Total,Adults,0.828484,101000000000000,1,2.289565495,415527.6438
2017,11,Total,Adults,0.82978082,103000000000000,1,2.321245489,419529.3619
2017,12,Total,Adults,0.83054703,103000000000000,1,2.34547762,422590.289
2018,1,Total,Adults,0.83271217,104000000000000,1,2.352983905,423538.4594
2018,2,Total,Adults,0.83472437,104000000000000,1,2.353641654,423621.5442
2018,3,Total,Adults,0.83665347,104000000000000,1,2.350436959,423216.7371
2018,4,Total,Adults,0.83982348,104000000000000,1,2.342344219,422194.4876
2018,5,Total,Adults,0.84228969,104000000000000,1,2.345413485,422582.1876
2018,6,Total,Adults,0.84346288,104000000000000,1,2.365264364,425089.6887
2018,7,Total,Adults,0.8437832,106000000000000,1,2.407385528,430410.3027
2018,8,Total,Adults,0.84422135,107000000000000,1,2.438916652,434393.2158
2018,9,Total,Adults,0.84606963,106000000000000,1,2.426774037,432859.3986
2018,10,Total,Adults,0.84776592,105000000000000,1,2.373063142,426074.806
2018,11,Total,Adults,0.848535,102000000000000,1,2.274407111,413612.8841
2018,12,Total,Adults,0.84929502,101000000000000,1,2.247189345,410174.8209
2019,1,Total,Adults,0.84994447,102000000000000,1,2.285227848,414979.7258
2019,2,Total,Adults,0.85161728,105000000000000,1,2.363164076,424824.3869
2019,3,Total,Adults,0.85388368,107000000000000,1,2.440469708,434589.393
2019,4,Total,Adults,0.85605299,109000000000000,1,2.484828319,440192.6342
2019,5,Total,Adults,0.85646361,109000000000000,1,2.497922144,441846.6054
2019,6,Total,Adults,0.8571763,109000000000000,1,2.493820088,441328.4464
2019,7,Total,Adults,0.85879248,109000000000000,1,2.474603701,438901.0924
2019,8,Total,Adults,0.85931331,109000000000000,1,2.473471325,438758.0542
2019,9,Total,Adults,0.85997105,110000000000000,1,2.50085351,442216.8864
2019,10,Total,Adults,0.8615765,112000000000000,1,2.583489084,452655.154
2019,11,Total,Adults,0.86191696,114000000000000,1,2.651065915,461191.2484
2019,12,Total,Adults,0.86404341,113000000000000,1,2.620450704,457324.0306
2020,1,Total,Adults,0.86577171,111000000000000,1,2.557193622,449333.5934
2020,2,Total,Adults,0.86693084,108000000000000,1,2.455685201,436511.3665
2020,3,Total,Adults,0.86525661,108000000000000,1,2.447178214,435436.7905
2020,4,Total,Adults,0.86098796,110000000000000,1,2.506876276,442977.6634
2020,5,Total,Adults,0.8620671,114000000000000,1,2.627057753,458158.6124
2020,6,Total,Adults,0.86516899,118000000000000,1,2.764287119,475492.9974
2020,7,Total,Adults,0.86760443,120000000000000,1,2.831906036,484034.408
2020,8,Total,Adults,0.87045866,122000000000000,1,2.870981613,488970.3129
2020,9,Total,Adults,0.87256318,122000000000000,1,2.890387772,491421.6382
2020,10,Total,Adults,0.87368333,124000000000000,1,2.948318181,498739.2267
2020,11,Total,Adults,0.87453997,128000000000000,1,3.066904705,513718.7061
2020,12,Total,Adults,0.87891823,131000000000000,1,3.166975661,526359.357
2021,1,Total,Adults,0.88276929,132000000000000,1,3.214825469,532403.5953
2021,2,Total,Adults,0.88593656,134000000000000,1,3.254944951,537471.363
2021,3,Total,Adults,0.89114553,135000000000000,1,3.28454638,541210.5232
2021,4,Total,Adults,0.89558321,136000000000000,1,3.33660399,547786.2779
2021,5,Total,Adults,0.90012294,137000000000000,1,3.373398426,552434.0362
2021,6,Total,Adults,0.90542179,139000000000000,1,3.417780585,558040.252
2021,7,Total,Adults,0.91016078,140000000000000,1,3.444851004,561459.7028
2021,8,Total,Adults,0.91430497,141000000000000,1,3.48710069,566796.5513
2021,9,Total,Adults,0.91766411,140000000000000,1,3.441269729,561007.3273
2021,10,Total,Adults,0.92338836,142000000000000,1,3.517946304,570692.8729
2021,11,Total,Adults,0.92949629,142000000000000,1,3.501777453,568650.4741
2021,12,Total,Adults,0.93496567,143000000000000,1,3.547410122,574414.6503
2022,1,Total,Adults,0.94032252,141000000000000,1,3.471103629,564775.8524
2022,2,Total,Adults,0.9468044,140000000000000,1,3.44758263,561804.7533
2022,3,Total,Adults,0.95720983,141000000000000,1,3.491903524,567403.2302
2022,4,Total,Adults,0.96101832,138000000000000,1,3.382871501,553630.6455
2022,5,Total,Adults,0.96798223,138000000000000,1,3.37559944,552712.0614
2022,6,Total,Adults,0.97793823,134000000000000,1,3.25152881,537039.8467
2022,7,Total,Adults,0.97659808,137000000000000,1,3.350649041,549560.4049
2022,8,Total,Adults,0.97904295,135000000000000,1,3.288405787,541698.0314
2022,9,Total,Adults,0.98249608,131000000000000,1,3.162276762,525765.8067
2022,10,Total,Adults,0.98696911,134000000000000,1,3.22515884,533708.8745
2022,11,Total,Adults,0.98880178,135000000000000,1,3.269213181,539273.6812
2022,12,Total,Adults,0.99074674,132000000000000,1,3.187601036,528964.6899
2023,1,Total,Adults,0.99649072,134000000000000,1,3.241311943,535749.284
2023,2,Total,Adults,0.99932367,133000000000000,1,3.206409041,531340.4584
2023,3,Total,Adults,1,134000000000000,1,3.240923294,535700.1911
