year,month,date_full,date_short,group,unit,inflation_deflator,real_total_wealth,real_wealth_share,real_wealth_per_unit_growth,real_wealth_per_unit,real_wealth_growth_rate_per_unit_to_previous_period,real_wealth_growth_factor_per_unit_indexed,real_wealth_growth_rate_per_unit_indexed,variance_real_wealth
1988,5,01/05/1988,May-88,Bottom 50%,adult,0.44776857,6.67E+11,0.019614582,2.039841507,7662.342317,2.039841507,3.039841507,2.039841507,140966.287
1988,6,01/06/1988,Jun-88,Top 1%,adult,0.44961298,9.42E+12,0.276473804,0.898635391,5406254.991,0.898635391,1.898635391,0.898635391,70175450870
1988,6,01/06/1988,Jun-88,Top 10%-1%,adult,0.44961298,1.24E+13,0.362663445,0.312623798,787959.3445,0.312623798,1.312623798,0.312623798,1490732708
1988,6,01/06/1988,Jun-88,Middle 40%,adult,0.44961298,1.16E+13,0.341457561,0.568993673,166924.1907,0.568993673,1.568993673,0.568993673,66900708.76
1988,6,01/06/1988,Jun-88,Bottom 50%,adult,0.44961298,6.61E+11,0.019405196,2.010786518,7589.105185,2.010786518,3.010786518,2.010786518,138284.4365
1988,7,01/07/1988,Jul-88,Top 1%,adult,0.45184761,9.46E+12,0.277903665,0.905916846,5426988.516,0.905916846,1.905916846,0.905916846,70714742642
1988,7,01/07/1988,Jul-88,Top 10%-1%,adult,0.45184761,1.23E+13,0.362355833,0.309766383,786244.0573,0.309766383,1.309766383,0.309766383,1484249502
1988,7,01/07/1988,Jul-88,Middle 40%,adult,0.45184761,1.16E+13,0.340595443,0.562951075,166281.3227,0.562951075,1.562951075,0.562951075,66386397.34
1988,7,01/07/1988,Jul-88,Bottom 50%,adult,0.45184761,6.52E+11,0.019145067,1.966476467,7477.415553,1.966476467,2.966476467,1.966476467,134244.0958
1988,8,01/08/1988,Aug-88,Top 1%,adult,0.45311919,9.53E+12,0.279340668,0.91703,5458632.583,0.91703,1.91703,0.91703,71541803889
1988,8,01/08/1988,Aug-88,Top 10%-1%,adult,0.45311919,1.23E+13,0.36209537,0.309684299,786194.783,0.309684299,1.309684299,0.309684299,1484063471
1988,8,01/08/1988,Aug-88,Middle 40%,adult,0.45311919,1.16E+13,0.33964848,0.559628965,165927.8857,0.559628965,1.559628965,0.559628965,66104483.85
1988,8,01/08/1988,Aug-88,Bottom 50%,adult,0.45311919,6.45E+11,0.018915484,1.932827613,7392.598948,1.932827613,2.932827613,1.932827613,131215.8966
1988,9,01/09/1988,Sep-88,Top 1%,adult,0.45512605,9.60E+12,0.281052486,0.929925232,5495351.013,0.929925232,1.929925232,0.929925232,72507517487
1988,9,01/09/1988,Sep-88,Top 10%-1%,adult,0.45512605,1.24E+13,0.361827246,0.309493141,786080.0321,0.309493141,1.309493141,0.309493141,1483630282
1988,9,01/09/1988,Sep-88,Middle 40%,adult,0.45512605,1.16E+13,0.3384752,0.555166104,165453.0848,0.555166104,1.555166104,0.555166104,65726710.61
1988,9,01/09/1988,Sep-88,Bottom 50%,adult,0.45512605,6.37E+11,0.018645069,1.89262,7291.250079,1.89262,2.89262,1.89262,127642.7488
1988,10,01/10/1988,Oct-88,Top 1%,adult,0.45628276,9.72E+12,0.283017455,0.95301914,5561109.588,0.95301914,1.95301914,0.95301914,74253181580
1988,10,01/10/1988,Oct-88,Top 10%-1%,adult,0.45628276,1.24E+13,0.361495191,0.314754633,789238.4711,0.314754633,1.314754633,0.314754633,1495576572
1988,10,01/10/1988,Oct-88,Middle 40%,adult,0.45628276,1.16E+13,0.337064475,0.556335182,165577.4622,0.556335182,1.556335182,0.556335182,65825566.3
1988,10,01/10/1988,Oct-88,Bottom 50%,adult,0.45628276,6.33E+11,0.018422891,1.872270974,7239.957536,1.872270974,2.872270974,1.872270974,125853.1813
1988,11,01/11/1988,Nov-88,Top 1%,adult,0.45712474,9.86E+12,0.28502018,0.979909595,5637678.61,0.979909595,1.979909595,0.979909595,76311991678
1988,11,01/11/1988,Nov-88,Top 10%-1%,adult,0.45712474,1.25E+13,0.361103424,0.322057261,793622.1897,0.322057261,1.322057261,0.322057261,1512236668
1988,11,01/11/1988,Nov-88,Middle 40%,adult,0.45712474,1.16E+13,0.335598071,0.559861655,165952.6414,0.559861655,1.559861655,0.559861655,66124210.34
1988,11,01/11/1988,Nov-88,Bottom 50%,adult,0.45712474,6.32E+11,0.018278329,1.868670007,7230.880798,1.868670007,2.868670007,1.868670007,125537.8147
1988,12,01/12/1988,Dec-88,Top 1%,adult,0.45843628,9.99E+12,0.286877427,1.004047534,5706410.003,1.004047534,2.004047534,1.004047534,78184039412
1988,12,01/12/1988,Dec-88,Top 10%-1%,adult,0.45843628,1.26E+13,0.360655144,0.327861195,797106.2527,0.327861195,1.327861195,0.327861195,1525543486
1988,12,01/12/1988,Dec-88,Middle 40%,adult,0.45843628,1.16E+13,0.334248914,0.562350681,166217.4472,0.562350681,1.562350681,0.562350681,66335403.62
1988,12,01/12/1988,Dec-88,Bottom 50%,adult,0.45843628,6.35E+11,0.018218531,1.875407027,7247.862392,1.875407027,2.875407027,1.875407027,126128.1537
1989,1,01/01/1989,Jan-89,Top 1%,adult,0.46077633,1.00E+13,0.286868814,1.008355477,5718676.62,1.008355477,2.008355477,1.008355477,78520532751
1989,1,01/01/1989,Jan-89,Top 10%-1%,adult,0.46077633,1.26E+13,0.360566379,0.330428021,798647.1014,0.330428021,1.330428021,0.330428021,1531447099
1989,1,01/01/1989,Jan-89,Middle 40%,adult,0.46077633,1.17E+13,0.33417345,0.565402647,166542.1438,0.565402647,1.565402647,0.565402647,66594821.88
1989,1,01/01/1989,Jan-89,Bottom 50%,adult,0.46077633,6.43E+11,0.018391366,1.90901238,7332.569349,1.90901238,2.90901238,1.90901238,129093.5424
1989,2,01/02/1989,Feb-89,Top 1%,adult,0.46207005,1.01E+13,0.286616331,1.012555831,5730636.886,1.012555831,2.012555831,1.012555831,78849318098
1989,2,01/02/1989,Feb-89,Top 10%-1%,adult,0.46207005,1.26E+13,0.360478617,0.334060179,800827.4618,0.334060179,1.334060179,0.334060179,1539820421
1989,2,01/02/1989,Feb-89,Middle 40%,adult,0.46207005,1.17E+13,0.334300907,0.570657295,167101.1823,0.570657295,1.570657295,0.570657295,67042655.08
1989,2,01/02/1989,Feb-89,Bottom 50%,adult,0.46207005,6.53E+11,0.018604143,1.951420032,7439.463719,1.951420032,2.951420032,1.951420032,132884.8346
1989,3,01/03/1989,Mar-89,Top 1%,adult,0.46331358,1.01E+13,0.286404862,1.016544016,5741993.016,1.016544016,2.016544016,1.016544016,79162131588
1989,3,01/03/1989,Mar-89,Top 10%-1%,adult,0.46331358,1.27E+13,0.360406442,0.337422953,802846.1126,0.337422953,1.337422953,0.337422953,1547593075
1989,3,01/03/1989,Mar-89,Middle 40%,adult,0.46331358,1.18E+13,0.334439369,0.575584102,167625.342,0.575584102,1.575584102,0.575584102,67463910.96
1989,3,01/03/1989,Mar-89,Bottom 50%,adult,0.46331358,6.60E+11,0.018749336,1.982548707,7517.927864,1.982548707,2.982548707,1.982548707,135702.6937
1989,4,01/04/1989,Apr-89,Top 1%,adult,0.4656848,1.01E+13,0.286391898,1.01803086,5746226.719,1.01803086,2.01803086,1.01803086,79278910736
1989,4,01/04/1989,Apr-89,Top 10%-1%,adult,0.4656848,1.27E+13,0.360490534,0.338781949,803661.909,0.338781949,1.338781949,0.338781949,1550739786
1989,4,01/04/1989,Apr-89,Middle 40%,adult,0.4656848,1.18E+13,0.33442814,0.57676425,167750.8972,0.57676425,1.57676425,0.57676425,67565012.77
1989,4,01/04/1989,Apr-89,Bottom 50%,adult,0.4656848,6.59E+11,0.018689428,1.975345669,7499.771608,1.975345669,2.975345669,1.975345669,135048.0246
1989,5,01/05/1989,May-89,Top 1%,adult,0.46706215,1.02E+13,0.28647967,1.025382307,5767159.54,1.025382307,2.025382307,1.025382307,79857570105
1989,5,01/05/1989,May-89,Top 10%-1%,adult,0.46706215,1.28E+13,0.360547972,0.343461328,806470.9089,0.343461328,1.343461328,0.343461328,1561599180
1989,5,01/05/1989,May-89,Middle 40%,adult,0.46706215,1.18E+13,0.334361819,0.581709631,168277.033,0.581709631,1.581709631,0.581709631,67989500.73
1989,5,01/05/1989,May-89,Bottom 50%,adult,0.46706215,6.60E+11,0.018610527,1.972666762,7493.019051,1.972666762,2.972666762,1.972666762,134804.9481
1989,6,01/06/1989,Jun-89,Top 1%,adult,0.46816459,1.02E+13,0.286521714,1.035652152,5796402.332,1.035652152,2.035652152,1.035652152,80669470269
1989,6,01/06/1989,Jun-89,Top 10%-1%,adult,0.46816459,1.29E+13,0.360554859,0.350101096,810456.7179,0.350101096,1.350101096,0.350101096,1577073060
1989,6,01/06/1989,Jun-89,Middle 40%,adult,0.46816459,1.19E+13,0.33432788,0.589335189,169088.311,0.589335189,1.589335189,0.589335189,68646647.47
1989,6,01/06/1989,Jun-89,Bottom 50%,adult,0.46816459,6.63E+11,0.018595534,1.984894736,7523.841357,1.984894736,2.984894736,1.984894736,135916.2612
1989,7,01/07/1989,Jul-89,Top 1%,adult,0.46976048,1.03E+13,0.286428414,1.046350367,5826864.883,1.046350367,2.046350367,1.046350367,81519602833
1989,7,01/07/1989,Jul-89,Top 10%-1%,adult,0.46976048,1.29E+13,0.360473767,0.357333185,814798.093,0.357333185,1.357333185,0.357333185,1594014133
1989,7,01/07/1989,Jul-89,Middle 40%,adult,0.46976048,1.20E+13,0.334379896,0.598456893,170058.7631,0.598456893,1.598456893,0.598456893,69436878.92
1989,7,01/07/1989,Jul-89,Bottom 50%,adult,0.46976048,6.71E+11,0.018717935,2.021316174,7615.646644,2.021316174,3.021316174,2.021316174,139253.3752
1989,8,01/08/1989,Aug-89,Top 1%,adult,0.47011283,1.04E+13,0.28633679,1.062663675,5873316.091,1.062663675,2.062663675,1.062663675,82824516402
1989,8,01/08/1989,Aug-89,Top 10%-1%,adult,0.47011283,1.30E+13,0.360287386,0.367883886,821131.6083,0.367883886,1.367883886,0.367883886,1618891341
1989,8,01/08/1989,Aug-89,Middle 40%,adult,0.47011283,1.21E+13,0.334454956,0.612076989,171507.7959,0.612076989,1.612076989,0.612076989,70625232.68
1989,8,01/08/1989,Aug-89,Bottom 50%,adult,0.47011283,6.85E+11,0.018920867,2.079403788,7762.064535,2.079403788,3.079403788,2.079403788,144659.3997
1989,9,01/09/1989,Sep-89,Top 1%,adult,0.47127724,1.04E+13,0.286297607,1.076097061,5911566.882,1.076097061,2.076097061,1.076097061,83906841820
1989,9,01/09/1989,Sep-89,Top 10%-1%,adult,0.47127724,1.31E+13,0.360191375,0.376613904,826372.1802,0.376613904,1.376613904,0.376613904,1639621244
1989,9,01/09/1989,Sep-89,Middle 40%,adult,0.47127724,1.22E+13,0.334460652,0.622825575,172651.3308,0.622825575,1.622825575,0.622825575,71570165.34
1989,9,01/09/1989,Sep-89,Bottom 50%,adult,0.47127724,6.95E+11,0.019050352,2.12109712,7867.158362,2.12109712,3.12109712,2.12109712,148603.1259
1989,10,01/10/1989,Oct-89,Top 1%,adult,0.47305945,1.05E+13,0.286468511,1.086296466,5940609.1,1.086296466,2.086296466,1.086296466,84733298389
1989,10,01/10/1989,Oct-89,Top 10%-1%,adult,0.47305945,1.32E+13,0.360231712,0.382706427,830029.4812,0.382706427,1.382706427,0.382706427,1654166404
1989,10,01/10/1989,Oct-89,Middle 40%,adult,0.47305945,1.23E+13,0.334295255,0.629019259,173310.2728,0.629019259,1.629019259,0.629019259,72117518.01
1989,10,01/10/1989,Oct-89,Bottom 50%,adult,0.47305945,6.97E+11,0.019004527,2.127019063,7882.085443,2.127019063,3.127019063,2.127019063,149167.5775
1989,11,01/11/1989,Nov-89,Top 1%,adult,0.47372857,1.06E+13,0.286632475,1.094891883,5965084.057,1.094891883,2.094891883,1.094891883,85432928970
1989,11,01/11/1989,Nov-89,Top 10%-1%,adult,0.47372857,1.33E+13,0.360309264,0.38790761,833151.7169,0.38790761,1.38790761,0.38790761,1666634422
1989,11,01/11/1989,Nov-89,Middle 40%,adult,0.47372857,1.23E+13,0.334148868,0.634079156,173848.5918,0.634079156,1.634079156,0.634079156,72566222.24
1989,11,01/11/1989,Nov-89,Bottom 50%,adult,0.47372857,6.97E+11,0.018909392,2.122397022,7870.434945,2.122397022,3.122397022,2.122397022,148726.9347
1989,12,01/12/1989,Dec-89,Top 1%,adult,0.47441825,1.06E+13,0.286560233,1.09421225,5963148.841,1.09421225,2.09421225,1.09421225,85377504983
1989,12,01/12/1989,Dec-89,Top 10%-1%,adult,0.47441825,1.33E+13,0.360488224,0.38849642,833505.1756,0.38849642,1.38849642,0.38849642,1668048838
1989,12,01/12/1989,Dec-89,Middle 40%,adult,0.47441825,1.23E+13,0.334182953,0.634127517,173853.7369,0.634127517,1.634127517,0.634127517,72570517.55
1989,12,01/12/1989,Dec-89,Bottom 50%,adult,0.47441825,6.92E+11,0.018768585,2.098922058,7811.263043,2.098922058,3.098922058,2.098922058,146499.0086
1990,1,01/01/1990,Jan-90,Top 1%,adult,0.47701809,1.05E+13,0.286288682,1.072935708,5902565.112,1.072935708,2.072935708,1.072935708,83651500025
1990,1,01/01/1990,Jan-90,Top 10%-1%,adult,0.47701809,1.32E+13,0.360804721,0.376901179,826544.6297,0.376901179,1.376901179,0.376901179,1640305636
1990,1,01/01/1990,Jan-90,Middle 40%,adult,0.47701809,1.22E+13,0.334421734,0.620216398,172373.7422,0.620216398,1.620216398,0.620216398,71340209.54
1990,1,01/01/1990,Jan-90,Bottom 50%,adult,0.47701809,6.76E+11,0.018484869,2.023934403,7622.246253,2.023934403,3.023934403,2.023934403,139494.8297
1990,2,01/02/1990,Feb-90,Top 1%,adult,0.47873706,1.04E+13,0.285814323,1.05161921,5841867.611,1.05161921,2.05161921,1.05161921,81939928670
1990,2,01/02/1990,Feb-90,Top 10%-1%,adult,0.47873706,1.31E+13,0.361133291,0.366246935,820148.9575,0.366246935,1.366246935,0.366246935,1615018994
1990,2,01/02/1990,Feb-90,Middle 40%,adult,0.47873706,1.22E+13,0.334798599,0.608026771,171076.8959,0.608026771,1.608026771,0.608026771,70270797.68
1990,2,01/02/1990,Feb-90,Bottom 50%,adult,0.47873706,6.63E+11,0.018253775,1.960327706,7461.916747,1.960327706,2.960327706,1.960327706,133688.1639
1990,3,01/03/1990,Mar-90,Top 1%,adult,0.48077527,1.03E+13,0.285617307,1.036079842,5797620.156,1.036079842,2.036079842,1.036079842,80703371130
1990,3,01/03/1990,Mar-90,Top 10%-1%,adult,0.48077527,1.31E+13,0.361364642,0.357703224,815020.2246,0.357703224,1.357703224,0.357703224,1594883378
1990,3,01/03/1990,Mar-90,Middle 40%,adult,0.48077527,1.21E+13,0.334965975,0.597746428,169983.1771,0.597746428,1.597746428,0.597746428,69375167.48
1990,3,01/03/1990,Mar-90,Bottom 50%,adult,0.48077527,6.52E+11,0.01805208,1.907447399,7328.624596,1.907447399,2.907447399,1.907447399,128954.6811
1990,4,01/04/1990,Apr-90,Top 1%,adult,0.48264796,1.03E+13,0.286002096,1.038846453,5805497.922,1.038846453,2.038846453,1.038846453,80922838492
1990,4,01/04/1990,Apr-90,Top 10%-1%,adult,0.48264796,1.31E+13,0.361431353,0.35796956,815180.1044,0.35796956,1.35796956,0.35796956,1595509165
1990,4,01/04/1990,Apr-90,Middle 40%,adult,0.48264796,1.21E+13,0.334649152,0.596253669,169824.3635,0.596253669,1.596253669,0.596253669,69245594.98
1990,4,01/04/1990,Apr-90,Bottom 50%,adult,0.48264796,6.48E+11,0.017917411,1.885791175,7274.03708,1.885791175,2.885791175,1.885791175,127040.7887
1990,5,01/05/1990,May-90,Top 1%,adult,0.48404101,1.04E+13,0.286480169,1.047232466,5829376.61,1.047232466,2.047232466,1.047232466,81589897605
1990,5,01/05/1990,May-90,Top 10%-1%,adult,0.48404101,1.31E+13,0.361462397,0.361396494,817237.2699,0.361396494,1.361396494,0.361396494,1603572090
1990,5,01/05/1990,May-90,Middle 40%,adult,0.48404101,1.21E+13,0.334256675,0.598267838,170038.6495,0.598267838,1.598267838,0.598267838,69420454.73
1990,5,01/05/1990,May-90,Bottom 50%,adult,0.48404101,6.46E+11,0.017800744,1.873988854,7244.287692,1.873988854,2.873988854,1.873988854,126003.7697
1990,6,01/06/1990,Jun-90,Top 1%,adult,0.4859215,1.04E+13,0.286414406,1.042471143,5815819.016,1.042471143,2.042471143,1.042471143,81210825746
1990,6,01/06/1990,Jun-90,Top 10%-1%,adult,0.4859215,1.31E+13,0.361685404,0.359380271,816026.9447,0.359380271,1.359380271,0.359380271,1598825839
1990,6,01/06/1990,Jun-90,Middle 40%,adult,0.4859215,1.21E+13,0.334272712,0.594993333,169690.2771,0.594993333,1.594993333,0.594993333,69136291.16
1990,6,01/06/1990,Jun-90,Bottom 50%,adult,0.4859215,6.40E+11,0.017627467,1.840045671,7158.729188,1.840045671,2.840045671,1.840045671,123045.016
1990,7,01/07/1990,Jul-90,Top 1%,adult,0.48629871,1.03E+13,0.285199702,1.01848443,5747518.231,1.01848443,2.01848443,1.01848443,79314551933
1990,7,01/07/1990,Jul-90,Top 10%-1%,adult,0.48629871,1.31E+13,0.362235015,0.351187669,811108.9802,0.351187669,1.351187669,0.351187669,1579612564
1990,7,01/07/1990,Jul-90,Middle 40%,adult,0.48629871,1.21E+13,0.335164508,0.587198465,168860.9864,0.587198465,1.587198465,0.587198465,68462192.58
1990,7,01/07/1990,Jul-90,Bottom 50%,adult,0.48629871,6.27E+11,0.017400765,1.782396433,7013.416285,1.782396433,2.782396433,1.782396433,118100.4072
1990,8,01/08/1990,Aug-90,Top 1%,adult,0.48850474,1.01E+13,0.283964028,0.98177545,5642991.525,0.98177545,1.98177545,0.98177545,76455891384
1990,8,01/08/1990,Aug-90,Top 10%-1%,adult,0.48850474,1.29E+13,0.362951548,0.335022783,801405.3065,0.335022783,1.335022783,0.335022783,1542043367
1990,8,01/08/1990,Aug-90,Middle 40%,adult,0.48850474,1.20E+13,0.336067109,0.569329005,166959.8664,0.569329005,1.569329005,0.569329005,66929308.37
1990,8,01/08/1990,Aug-90,Bottom 50%,adult,0.48850474,6.06E+11,0.017017318,1.683221705,6763.432621,1.683221705,2.683221705,1.683221705,109831.394
1990,9,01/09/1990,Sep-90,Top 1%,adult,0.49026793,9.99E+12,0.28316146,0.956580009,5571248.958,0.956580009,1.956580009,0.956580009,74524194687
1990,9,01/09/1990,Sep-90,Top 10%-1%,adult,0.49026793,1.28E+13,0.363576859,0.324062883,794826.1514,0.324062883,1.324062883,0.324062883,1516828415
1990,9,01/09/1990,Sep-90,Middle 40%,adult,0.49026793,1.19E+13,0.336630214,0.556372105,165581.3905,0.556372105,1.556372105,0.556372105,65828689.72
1990,9,01/09/1990,Sep-90,Bottom 50%,adult,0.49026793,5.87E+11,0.016631471,1.596381278,6544.539275,1.596381278,2.596381278,1.596381278,102837.2174
1990,10,01/10/1990,Oct-90,Top 1%,adult,0.49163118,1.00E+13,0.283537692,0.959099852,5578424.066,0.959099852,1.959099852,0.959099852,74716274950
1990,10,01/10/1990,Oct-90,Top 10%-1%,adult,0.49163118,1.29E+13,0.363901967,0.325192849,795504.4627,0.325192849,1.325192849,0.325192849,1519418468
1990,10,01/10/1990,Oct-90,Middle 40%,adult,0.49163118,1.19E+13,0.336256398,0.55458046,165390.7785,0.55458046,1.55458046,0.55458046,65677217.2
1990,10,01/10/1990,Oct-90,Bottom 50%,adult,0.49163118,5.76E+11,0.016303947,1.545146971,6415.396096,1.545146971,2.545146971,1.545146971,98818.69428
1990,11,01/11/1990,Nov-90,Top 1%,adult,0.49173889,1.01E+13,0.284737477,0.982903308,5646203.034,0.982903308,1.982903308,0.982903308,76542940489
1990,11,01/11/1990,Nov-90,Top 10%-1%,adult,0.49173889,1.30E+13,0.363865114,0.335507195,801696.0957,0.335507195,1.335507195,0.335507195,1543162628
1990,11,01/11/1990,Nov-90,Middle 40%,adult,0.49173889,1.20E+13,0.335277941,0.562279598,166209.8847,0.562279598,1.562279598,0.562279598,66329367.58
1990,11,01/11/1990,Nov-90,Bottom 50%,adult,0.49173889,5.75E+11,0.016119482,1.536193113,6392.826655,1.536193113,2.536193113,1.536193113,98124.62657
1990,12,01/12/1990,Dec-90,Top 1%,adult,0.49260452,1.03E+13,0.286177872,1.012190426,5729596.419,1.012190426,2.012190426,1.012190426,78820688566
1990,12,01/12/1990,Dec-90,Top 10%-1%,adult,0.49260452,1.31E+13,0.363618618,0.347497747,808893.9446,0.347497747,1.347497747,0.347497747,1570996902
1990,12,01/12/1990,Dec-90,Middle 40%,adult,0.49260452,1.20E+13,0.334115975,0.571908073,167234.2518,0.571908073,1.571908073,0.571908073,67149475.22
1990,12,01/12/1990,Dec-90,Bottom 50%,adult,0.49260452,5.80E+11,0.016087542,1.55562466,6441.806564,1.55562466,2.55562466,1.55562466,99633.98921
1991,1,01/01/1991,Jan-91,Top 1%,adult,0.49581718,1.04E+13,0.286529121,1.027804355,5774056.182,1.027804355,2.027804355,1.027804355,80048679241
1991,1,01/01/1991,Jan-91,Top 10%-1%,adult,0.49581718,1.32E+13,0.363655242,0.356425806,814253.3992,0.356425806,1.356425806,0.356425806,1591883644
1991,1,01/01/1991,Jan-91,Middle 40%,adult,0.49581718,1.21E+13,0.333374456,0.578652272,167951.7625,0.578652272,1.578652272,0.578652272,67726914.68
1991,1,01/01/1991,Jan-91,Bottom 50%,adult,0.49581718,5.97E+11,0.01644117,1.628841098,6626.358757,1.628841098,2.628841098,1.628841098,105424.6215
1991,2,01/02/1991,Feb-91,Top 1%,adult,0.49699822,1.05E+13,0.286725701,1.04346587,5818651.446,1.04346587,2.04346587,1.04346587,81289947861
1991,2,01/02/1991,Feb-91,Top 10%-1%,adult,0.49699822,1.33E+13,0.36367603,0.366042942,820026.5022,0.366042942,1.366042942,0.366042942,1614536758
1991,2,01/02/1991,Feb-91,Middle 40%,adult,0.49699822,1.22E+13,0.332828278,0.587149585,168855.786,0.587149585,1.587149585,0.587149585,68457975.81
1991,2,01/02/1991,Feb-91,Bottom 50%,adult,0.49699822,6.14E+11,0.016770005,1.700276847,6806.422475,1.700276847,2.700276847,1.700276847,111232.056
1991,3,01/03/1991,Mar-91,Top 1%,adult,0.49761301,1.05E+13,0.286514102,1.049961423,5837147.158,1.049961423,2.049961423,1.049961423,81807560965
1991,3,01/03/1991,Mar-91,Top 10%-1%,adult,0.49761301,1.34E+13,0.363892624,0.372214,823730.9472,0.372214,1.372214,0.372214,1629156949
1991,3,01/03/1991,Mar-91,Middle 40%,adult,0.49761301,1.22E+13,0.332616293,0.592355674,169409.6584,0.592355674,1.592355674,0.592355674,68907817.31
1991,3,01/03/1991,Mar-91,Bottom 50%,adult,0.49761301,6.25E+11,0.016976969,1.744316371,6917.430204,1.744316371,2.744316371,1.744316371,114889.8684
1991,4,01/04/1991,Apr-91,Top 1%,adult,0.49862131,1.05E+13,0.285817629,1.040560122,5810377.493,1.040560122,2.040560122,1.040560122,81058928359
1991,4,01/04/1991,Apr-91,Top 10%-1%,adult,0.49862131,1.34E+13,0.3644211,0.371237891,823144.9955,0.371237891,1.371237891,0.371237891,1626840008
1991,4,01/04/1991,Apr-91,Middle 40%,adult,0.49862131,1.22E+13,0.332814647,0.589862954,169144.4596,0.589862954,1.589862954,0.589862954,68692245.53
1991,4,01/04/1991,Apr-91,Bottom 50%,adult,0.49862131,6.23E+11,0.01694661,1.733490508,6890.142115,1.733490508,2.733490508,1.733490508,113985.2141
1991,5,01/05/1991,May-91,Top 1%,adult,0.50084734,1.04E+13,0.284877092,1.019214276,5749596.428,1.019214276,2.019214276,1.019214276,79371919654
1991,5,01/05/1991,May-91,Top 10%-1%,adult,0.50084734,1.34E+13,0.365132536,0.364031256,818818.9002,0.364031256,1.364031256,0.364031256,1609785004
1991,5,01/05/1991,May-91,Middle 40%,adult,0.50084734,1.22E+13,0.33322525,0.580373211,168134.8521,0.580373211,1.580373211,0.580373211,67874657.7
1991,5,01/05/1991,May-91,Bottom 50%,adult,0.50084734,6.13E+11,0.016765115,1.684761851,6767.314775,1.684761851,2.684761851,1.684761851,109957.5148
1991,6,01/06/1991,Jun-91,Top 1%,adult,0.50190872,1.04E+13,0.283926211,1.003924502,5706059.674,1.003924502,2.003924502,1.003924502,78174439928
1991,6,01/06/1991,Jun-91,Top 10%-1%,adult,0.50190872,1.33E+13,0.365739064,0.360492418,816694.5592,0.360492418,1.360492418,0.360492418,1601442997
1991,6,01/06/1991,Jun-91,Middle 40%,adult,0.50190872,1.22E+13,0.333672458,0.575771006,167645.2266,0.575771006,1.575771006,0.575771006,67479917.7
1991,6,01/06/1991,Jun-91,Bottom 50%,adult,0.50190872,6.07E+11,0.016662271,1.656956215,6697.226811,1.656956215,2.656956215,1.656956215,107691.6855
1991,7,01/07/1991,Jul-91,Top 1%,adult,0.50297403,1.03E+13,0.283127935,0.99600613,5683512.567,0.99600613,1.99600613,0.99600613,77557858551
1991,7,01/07/1991,Jul-91,Top 10%-1%,adult,0.50297403,1.33E+13,0.36615076,0.36046695,816679.271,0.36046695,1.36046695,0.36046695,1601383041
1991,7,01/07/1991,Jul-91,Middle 40%,adult,0.50297403,1.22E+13,0.333986069,0.575449098,167610.9791,0.575449098,1.575449098,0.575449098,67452350.18
1991,7,01/07/1991,Jul-91,Bottom 50%,adult,0.50297403,6.10E+11,0.016735241,1.665541548,6718.867333,1.665541548,2.665541548,1.665541548,108388.771
1991,8,01/08/1991,Aug-91,Top 1%,adult,0.50423455,1.03E+13,0.282658918,0.996364035,5684531.679,0.996364035,1.996364035,0.996364035,77585674891
1991,8,01/08/1991,Aug-91,Top 10%-1%,adult,0.50423455,1.34E+13,0.366406298,0.363919954,818752.0861,0.363919954,1.363919954,0.363919954,1609522304
1991,8,01/08/1991,Aug-91,Middle 40%,adult,0.50423455,1.22E+13,0.334059894,0.578695095,167956.3185,0.578695095,1.578695095,0.578695095,67730589.15
1991,8,01/08/1991,Aug-91,Bottom 50%,adult,0.50423455,6.17E+11,0.016874899,1.692728444,6787.395675,1.692728444,2.692728444,1.692728444,110611.0449
1991,9,01/09/1991,Sep-91,Top 1%,adult,0.50589681,1.04E+13,0.282606556,1.005119485,5709462.32,1.005119485,2.005119485,1.005119485,78267701925
1991,9,01/09/1991,Sep-91,Top 10%-1%,adult,0.50589681,1.35E+13,0.366639673,0.371028207,823019.1234,0.371028207,1.371028207,0.371028207,1626342506
1991,9,01/09/1991,Sep-91,Middle 40%,adult,0.50589681,1.23E+13,0.333781817,0.584592422,168583.7312,0.584592422,1.584592422,0.584592422,68237559.08
1991,9,01/09/1991,Sep-91,Bottom 50%,adult,0.50589681,6.24E+11,0.016971962,1.720598213,6857.645297,1.720598213,2.720598213,1.720598213,112912.5449
1991,10,01/10/1991,Oct-91,Top 1%,adult,0.50658876,1.05E+13,0.28323639,1.028111917,5774931.947,1.028111917,2.028111917,1.028111917,80072963433
1991,10,01/10/1991,Oct-91,Top 10%-1%,adult,0.50658876,1.36E+13,0.366857796,0.384489057,831099.5826,0.384489057,1.384489057,0.384489057,1658434365
1991,10,01/10/1991,Oct-91,Middle 40%,adult,0.50658876,1.24E+13,0.332987465,0.595392797,169732.7759,0.595392797,1.595392797,0.595392797,69170925.73
1991,10,01/10/1991,Oct-91,Bottom 50%,adult,0.50658876,6.28E+11,0.016918344,1.737001702,6898.992566,1.737001702,2.737001702,1.737001702,114278.2323
1991,11,01/11/1991,Nov-91,Top 1%,adult,0.5073455,1.06E+13,0.283877177,1.050303674,5838121.699,1.050303674,2.050303674,1.050303674,81834879605
1991,11,01/11/1991,Nov-91,Top 10%-1%,adult,0.5073455,1.38E+13,0.367113781,0.397453313,838881.9391,0.397453313,1.397453313,0.397453313,1689638702
