year,month,date_full,date_short,group,unit,inflation_deflator,real_total_wealth,real_wealth_share,real_wealth_per_unit_growth,real_wealth_per_unit,real_wealth_growth_rate_per_unit_to_previous_period,real_wealth_growth_factor_per_unit_indexed,real_wealth_growth_rate_per_unit_indexed,variance_real_wealth
1997,4,01/04/1997,Apr-97,Top 10%-1%,adult,0.56650871,1.77E+13,0.375926636,0.680119639,1008564.656,0.680119639,1.680119639,0.680119639,2442303602
1997,4,01/04/1997,Apr-97,Middle 40%,adult,0.56650871,1.49E+13,0.317871063,0.803582746,191881.9658,0.803582746,1.803582746,0.803582746,88401671.77
1997,4,01/04/1997,Apr-97,Bottom 50%,adult,0.56650871,3.36E+11,0.007144206,0.368726029,3450.063876,0.368726029,1.368726029,0.368726029,28578.96074
1997,5,01/05/1997,May-97,Top 1%,adult,0.5661822,1.44E+13,0.301140953,1.601891403,7408736.008,1.601891403,2.601891403,1.601891403,1.32E+11
1997,5,01/05/1997,May-97,Top 10%-1%,adult,0.5661822,1.80E+13,0.375212155,0.708618687,1025672.446,0.708618687,1.708618687,0.708618687,2525861522
1997,5,01/05/1997,May-97,Middle 40%,adult,0.5661822,1.52E+13,0.316493119,0.829702549,194660.8341,0.829702549,1.829702549,0.829702549,90980709.64
1997,5,01/05/1997,May-97,Bottom 50%,adult,0.5661822,3.43E+11,0.007153773,0.396461181,3519.974175,0.396461181,1.396461181,0.396461181,29748.91388
1997,6,01/06/1997,Jun-97,Top 1%,adult,0.56716758,1.48E+13,0.302849749,1.664851555,7588011.416,1.664851555,2.664851555,1.664851555,1.38E+11
1997,6,01/06/1997,Jun-97,Top 10%-1%,adult,0.56716758,1.83E+13,0.374741019,0.73790465,1043252.615,0.73790465,1.73790465,0.73790465,2613190819
1997,6,01/06/1997,Jun-97,Middle 40%,adult,0.56716758,1.54E+13,0.315263984,0.856166964,197476.3656,0.856166964,1.856166964,0.856166964,93631592.85
1997,6,01/06/1997,Jun-97,Bottom 50%,adult,0.56716758,3.49E+11,0.007145254,0.420488802,3580.539127,0.420488802,1.420488802,0.420488802,30781.44532
1997,7,01/07/1997,Jul-97,Top 1%,adult,0.56807178,1.51E+13,0.304214139,1.71587003,7733283.588,1.71587003,2.71587003,1.71587003,1.44E+11
1997,7,01/07/1997,Jul-97,Top 10%-1%,adult,0.56807178,1.86E+13,0.374399739,0.761627305,1057493.167,0.761627305,1.761627305,0.761627305,2685018607
1997,7,01/07/1997,Jul-97,Middle 40%,adult,0.56807178,1.56E+13,0.314291778,0.87741154,199736.5619,0.87741154,1.87741154,0.87741154,95787160.67
1997,7,01/07/1997,Jul-97,Bottom 50%,adult,0.56807178,3.52E+11,0.007094348,0.430923553,3606.841365,0.430923553,1.430923553,0.430923553,31235.34043
1997,8,01/08/1997,Aug-97,Top 1%,adult,0.56885421,1.53E+13,0.305061341,1.749448713,7828896.954,1.749448713,2.749448713,1.749448713,1.47E+11
1997,8,01/08/1997,Aug-97,Top 10%-1%,adult,0.56885421,1.88E+13,0.37426966,0.777837154,1067223.832,0.777837154,1.777837154,0.777837154,2734659063
1997,8,01/08/1997,Aug-97,Middle 40%,adult,0.56885421,1.57E+13,0.313715057,0.891867371,201274.5081,0.891867371,1.891867371,0.891867371,97267937.7
1997,8,01/08/1997,Aug-97,Bottom 50%,adult,0.56885421,3.49E+11,0.006953939,0.416001353,3569.22789,0.416001353,1.416001353,0.416001353,30587.26994
1997,9,01/09/1997,Sep-97,Top 1%,adult,0.57030821,1.54E+13,0.305848644,1.770540908,7888955.764,1.770540908,2.770540908,1.770540908,1.49E+11
1997,9,01/09/1997,Sep-97,Top 10%-1%,adult,0.57030821,1.89E+13,0.37421534,0.786604821,1072487.004,0.786604821,1.786604821,0.786604821,2761698323
1997,9,01/09/1997,Sep-97,Middle 40%,adult,0.57030821,1.58E+13,0.313261294,0.898723043,202003.8785,0.898723043,1.898723043,0.898723043,97974166.19
1997,9,01/09/1997,Sep-97,Bottom 50%,adult,0.57030821,3.37E+11,0.006674736,0.366049573,3443.317498,0.366049573,1.366049573,0.366049573,28467.30138
1997,10,01/10/1997,Oct-97,Top 1%,adult,0.57088238,1.55E+13,0.306514752,1.781166753,7919212.247,1.781166753,2.781166753,1.781166753,1.51E+11
1997,10,01/10/1997,Oct-97,Top 10%-1%,adult,0.57088238,1.89E+13,0.374211194,0.789539669,1074248.773,0.789539669,1.789539669,0.789539669,2770779035
1997,10,01/10/1997,Oct-97,Middle 40%,adult,0.57088238,1.58E+13,0.313008498,0.90032837,202174.6682,0.90032837,1.90032837,0.90032837,98139906.06
1997,10,01/10/1997,Oct-97,Bottom 50%,adult,0.57088238,3.17E+11,0.006265555,0.284427296,3237.577223,0.284427296,1.284427296,0.284427296,25167.05696
1997,11,01/11/1997,Nov-97,Top 1%,adult,0.57093257,1.56E+13,0.307175801,1.795194211,7959154.626,1.795194211,2.795194211,1.795194211,1.52E+11
1997,11,01/11/1997,Nov-97,Top 10%-1%,adult,0.57093257,1.90E+13,0.374083989,0.794085011,1076977.312,0.794085011,1.794085011,0.794085011,2784872195
1997,11,01/11/1997,Nov-97,Middle 40%,adult,0.57093257,1.59E+13,0.3128087,0.904586438,202627.6812,0.904586438,1.904586438,0.904586438,98580203.25
1997,11,01/11/1997,Nov-97,Bottom 50%,adult,0.57093257,3.01E+11,0.0059315,0.219449597,3073.791915,0.219449597,1.219449597,0.219449597,22685.12037
1997,12,01/12/1997,Dec-97,Top 1%,adult,0.57103127,1.58E+13,0.308014498,1.823965356,8041078.807,1.823965356,2.823965356,1.823965356,1.55E+11
1997,12,01/12/1997,Dec-97,Top 10%-1%,adult,0.57103127,1.91E+13,0.373786063,0.806176629,1084235.83,0.806176629,1.806176629,0.806176629,2822537173
1997,12,01/12/1997,Dec-97,Middle 40%,adult,0.57103127,1.60E+13,0.312395994,0.91641931,203886.5725,0.91641931,1.91641931,0.91641931,99808932.42
1997,12,01/12/1997,Dec-97,Bottom 50%,adult,0.57103127,2.97E+11,0.005803457,0.202124171,3030.120775,0.202124171,1.202124171,0.202124171,22045.09822
1998,1,01/01/1998,Jan-98,Top 1%,adult,0.57172835,1.61E+13,0.309325697,1.881308163,8204359.148,1.881308163,2.881308163,1.881308163,1.62E+11
1998,1,01/01/1998,Jan-98,Top 10%-1%,adult,0.57172835,1.94E+13,0.373041496,0.831385457,1099368.522,0.831385457,1.831385457,0.831385457,2901875365
1998,1,01/01/1998,Jan-98,Middle 40%,adult,0.57172835,1.62E+13,0.311505691,0.941496313,206554.4982,0.941496313,1.941496313,0.941496313,102438090.5
1998,1,01/01/1998,Jan-98,Bottom 50%,adult,0.57172835,3.19E+11,0.006127114,0.289448491,3250.23384,0.289448491,1.289448491,0.289448491,25364.21206
1998,2,01/02/1998,Feb-98,Top 1%,adult,0.57170898,1.66E+13,0.311203092,1.959480413,8426950.13,1.959480413,2.959480413,1.959480413,1.71E+11
1998,2,01/02/1998,Feb-98,Top 10%-1%,adult,0.57170898,1.98E+13,0.372060393,0.864807104,1119431.315,0.864807104,1.864807104,0.864807104,3008756650
1998,2,01/02/1998,Feb-98,Middle 40%,adult,0.57170898,1.65E+13,0.310200516,0.973835507,209995.0435,0.973835507,1.973835507,0.973835507,105879101.8
1998,2,01/02/1998,Feb-98,Bottom 50%,adult,0.57170898,3.48E+11,0.006536007,0.404295316,3539.721198,0.404295316,1.404295316,0.404295316,30083.63241
1998,3,01/03/1998,Mar-98,Top 1%,adult,0.57192856,1.70E+13,0.312903904,2.032017001,8633493.889,2.032017001,3.032017001,2.032017001,1.79E+11
1998,3,01/03/1998,Mar-98,Top 10%-1%,adult,0.57192856,2.02E+13,0.371215679,0.895814628,1138044.925,0.895814628,1.895814628,0.895814628,3109646150
1998,3,01/03/1998,Mar-98,Middle 40%,adult,0.57192856,1.68E+13,0.30903132,1.003641518,213166.0851,1.003641518,2.003641518,1.003641518,109100911.4
1998,3,01/03/1998,Mar-98,Bottom 50%,adult,0.57192856,3.72E+11,0.006849111,0.49944037,3779.547509,0.49944037,1.49944037,0.49944037,34298.23548
1998,4,01/04/1998,Apr-98,Top 1%,adult,0.5726164,1.73E+13,0.314133068,2.079220579,8767903.362,2.079220579,3.079220579,2.079220579,1.85E+11
1998,4,01/04/1998,Apr-98,Top 10%-1%,adult,0.5726164,2.04E+13,0.37081707,0.915736484,1150003.883,0.915736484,1.915736484,0.915736484,3175343945
1998,4,01/04/1998,Apr-98,Middle 40%,adult,0.5726164,1.69E+13,0.308209961,1.021485782,215064.5244,1.021485782,2.021485782,1.021485782,111052852
1998,4,01/04/1998,Apr-98,Bottom 50%,adult,0.5726164,3.76E+11,0.006839884,0.514782385,3818.219186,0.514782385,1.514782385,0.514782385,35003.69341
1998,5,01/05/1998,May-98,Top 1%,adult,0.57351381,1.74E+13,0.314732957,2.094870666,8812466.083,2.094870666,3.094870666,2.094870666,1.86E+11
1998,5,01/05/1998,May-98,Top 10%-1%,adult,0.57351381,2.05E+13,0.37076076,0.92151135,1153470.497,0.92151135,1.92151135,0.92151135,3194516543
1998,5,01/05/1998,May-98,Middle 40%,adult,0.57351381,1.70E+13,0.30791536,1.025949015,215539.3648,1.025949015,2.025949015,1.025949015,111543779.9
1998,5,01/05/1998,May-98,Bottom 50%,adult,0.57351381,3.64E+11,0.00659091,0.46426614,3690.885983,0.46426614,1.46426614,0.46426614,32707.95706
1998,6,01/06/1998,Jun-98,Top 1%,adult,0.57326716,1.73E+13,0.314153009,2.075137044,8756275.729,2.075137044,3.075137044,2.075137044,1.84E+11
1998,6,01/06/1998,Jun-98,Top 10%-1%,adult,0.57326716,2.04E+13,0.371014675,0.914093935,1149017.872,0.914093935,1.914093935,0.914093935,3169901211
1998,6,01/06/1998,Jun-98,Middle 40%,adult,0.57326716,1.70E+13,0.308558363,1.020958747,215008.4536,1.020958747,2.020958747,1.020958747,110994952.9
1998,6,01/06/1998,Jun-98,Bottom 50%,adult,0.57326716,3.45E+11,0.006273952,0.387518468,3497.432825,0.387518468,1.387518468,0.387518468,29369.11931
1998,7,01/07/1998,Jul-98,Top 1%,adult,0.57504392,1.69E+13,0.312656021,2.000212685,8542932.932,2.000212685,3.000212685,2.000212685,1.75E+11
1998,7,01/07/1998,Jul-98,Top 10%-1%,adult,0.57504392,2.01E+13,0.371702505,0.8798779,1128478.214,0.8798779,1.8798779,0.8798779,3057584851
1998,7,01/07/1998,Jul-98,Middle 40%,adult,0.57504392,1.67E+13,0.309936039,0.990005146,211715.3206,0.990005146,1.990005146,0.990005146,107620928.1
1998,7,01/07/1998,Jul-98,Bottom 50%,adult,0.57504392,3.08E+11,0.005705423,0.236936502,3117.870087,0.236936502,1.236936502,0.236936502,23340.39443
1998,8,01/08/1998,Aug-98,Top 1%,adult,0.57603282,1.66E+13,0.311514613,1.946400488,8389705.798,1.946400488,2.946400488,1.946400488,1.69E+11
1998,8,01/08/1998,Aug-98,Top 10%-1%,adult,0.57603282,1.98E+13,0.372195937,0.855384347,1113774.896,0.855384347,1.855384347,0.855384347,2978427343
1998,8,01/08/1998,Aug-98,Middle 40%,adult,0.57603282,1.66E+13,0.311026163,0.968371878,209413.7716,0.968371878,1.968371878,0.968371878,105293760.6
1998,8,01/08/1998,Aug-98,Bottom 50%,adult,0.57603282,2.80E+11,0.005263284,0.124720177,2835.013268,0.124720177,1.124720177,0.124720177,19297.55786
1998,9,01/09/1998,Sep-98,Top 1%,adult,0.57571918,1.64E+13,0.309802697,1.915168973,8300775.857,1.915168973,2.915168973,1.915168973,1.65E+11
1998,9,01/09/1998,Sep-98,Top 10%-1%,adult,0.57571918,1.98E+13,0.372712267,0.848422016,1109595.455,0.848422016,1.848422016,0.848422016,2956116180
1998,9,01/09/1998,Sep-98,Middle 40%,adult,0.57571918,1.66E+13,0.31240829,0.966971032,209264.7365,0.966971032,1.966971032,0.966971032,105143943.6
1998,9,01/09/1998,Sep-98,Bottom 50%,adult,0.57571918,2.69E+11,0.005076762,0.079293749,2720.509654,0.079293749,1.079293749,0.079293749,17770.21584
1998,10,01/10/1998,Oct-98,Top 1%,adult,0.57683659,1.68E+13,0.311083567,1.979266073,8483288.658,1.979266073,2.979266073,1.979266073,1.73E+11
1998,10,01/10/1998,Oct-98,Top 10%-1%,adult,0.57683659,2.01E+13,0.372211193,0.878756766,1127805.204,0.878756766,1.878756766,0.878756766,3053938932
1998,10,01/10/1998,Oct-98,Middle 40%,adult,0.57683659,1.68E+13,0.311516551,0.996228363,212377.4044,0.996228363,1.996228363,0.996228363,108295092.8
1998,10,01/10/1998,Oct-98,Bottom 50%,adult,0.57683659,2.80E+11,0.005188701,0.122703797,2829.930703,0.122703797,1.122703797,0.122703797,19228.42718
1998,11,01/11/1998,Nov-98,Top 1%,adult,0.57692868,1.74E+13,0.313805806,2.088032205,8792993.959,2.088032205,3.088032205,2.088032205,1.86E+11
1998,11,01/11/1998,Nov-98,Top 10%-1%,adult,0.57692868,2.06E+13,0.371172726,0.925066831,1155604.828,0.925066831,1.925066831,0.925066831,3206349469
1998,11,01/11/1998,Nov-98,Middle 40%,adult,0.57692868,1.72E+13,0.309570574,1.038343603,216858.0168,1.038343603,2.038343603,1.038343603,112912786.1
1998,11,01/11/1998,Nov-98,Bottom 50%,adult,0.57692868,3.03E+11,0.005450903,0.211891282,3054.740134,0.211891282,1.211891282,0.211891282,22404.78092
1998,12,01/12/1998,Dec-98,Top 1%,adult,0.57777244,1.80E+13,0.315858016,2.178483087,9050547.638,2.178483087,3.178483087,2.178483087,1.97E+11
1998,12,01/12/1998,Dec-98,Top 10%-1%,adult,0.57777244,2.11E+13,0.370357088,0.964253661,1179128.422,0.964253661,1.964253661,0.964253661,3338215551
1998,12,01/12/1998,Dec-98,Middle 40%,adult,0.57777244,1.75E+13,0.308102575,1.074532324,220708.1106,1.074532324,2.074532324,1.074532324,116957680.3
1998,12,01/12/1998,Dec-98,Bottom 50%,adult,0.57777244,3.23E+11,0.005682329,0.291899401,3256.411701,0.291899401,1.291899401,0.291899401,25460.72541
1999,1,01/01/1999,Jan-99,Top 1%,adult,0.57907045,1.80E+13,0.315449422,2.186040246,9072066.214,2.186040246,3.186040246,2.186040246,1.98E+11
1999,1,01/01/1999,Jan-99,Top 10%-1%,adult,0.57907045,2.12E+13,0.370187439,0.970571095,1182920.736,0.970571095,1.970571095,0.970571095,3359722822
1999,1,01/01/1999,Jan-99,Middle 40%,adult,0.57907045,1.76E+13,0.308467213,1.084622436,221781.5909,1.084622436,2.084622436,1.084622436,118098164.8
1999,1,01/01/1999,Jan-99,Bottom 50%,adult,0.57907045,3.37E+11,0.005895938,0.345391771,3391.246641,0.345391771,1.345391771,0.345391771,27612.82962
1999,2,01/02/1999,Feb-99,Top 1%,adult,0.57888323,1.80E+13,0.314463261,2.172802122,9034371.419,2.172802122,3.172802122,2.172802122,1.96E+11
1999,2,01/02/1999,Feb-99,Top 10%-1%,adult,0.57888323,2.12E+13,0.370170605,0.968447834,1181646.156,0.968447834,1.968447834,0.968447834,3352486620
1999,2,01/02/1999,Feb-99,Middle 40%,adult,0.57888323,1.77E+13,0.309332388,1.088311801,222174.1,1.088311801,2.088311801,1.088311801,118516555.1
1999,2,01/02/1999,Feb-99,Bottom 50%,adult,0.57888323,3.45E+11,0.006033743,0.375416533,3466.92822,0.375416533,1.375416533,0.375416533,28859.03867
1999,3,01/03/1999,Mar-99,Top 1%,adult,0.57912713,1.79E+13,0.31362685,2.161195065,9001320.992,2.161195065,3.161195065,2.161195065,1.95E+11
1999,3,01/03/1999,Mar-99,Top 10%-1%,adult,0.57912713,2.12E+13,0.370161723,0.966429931,1180434.822,0.966429931,1.966429931,0.966429931,3345616714
1999,3,01/03/1999,Mar-99,Middle 40%,adult,0.57912713,1.77E+13,0.310091088,1.091337955,222496.0505,1.091337955,2.091337955,1.091337955,118860286.5
1999,3,01/03/1999,Mar-99,Bottom 50%,adult,0.57912713,3.50E+11,0.006120325,0.393756511,3513.156678,0.393756511,1.393756511,0.393756511,29633.78989
1999,4,01/04/1999,Apr-99,Top 1%,adult,0.5813936,1.81E+13,0.314232097,2.188878842,9080148.953,2.188878842,3.188878842,2.188878842,1.98E+11
1999,4,01/04/1999,Apr-99,Top 10%-1%,adult,0.5813936,2.13E+13,0.369849887,0.978162081,1187477.554,0.978162081,1.978162081,0.978162081,3385657164
1999,4,01/04/1999,Apr-99,Middle 40%,adult,0.5813936,1.79E+13,0.309776073,1.10345013,223784.6568,1.10345013,2.10345013,1.10345013,120241053.9
1999,4,01/04/1999,Apr-99,Bottom 50%,adult,0.5813936,3.54E+11,0.006141947,0.408211408,3549.592252,0.408211408,1.408211408,0.408211408,30251.65198
1999,5,01/05/1999,May-99,Top 1%,adult,0.58127081,1.84E+13,0.315289025,2.234554012,9210206.372,2.234554012,3.234554012,2.234554012,2.04E+11
1999,5,01/05/1999,May-99,Top 10%-1%,adult,0.58127081,2.15E+13,0.369299042,0.996791147,1198660.459,0.996791147,1.996791147,0.996791147,3449725335
1999,5,01/05/1999,May-99,Middle 40%,adult,0.58127081,1.80E+13,0.309198088,1.122458605,225806.9558,1.122458605,2.122458605,1.122458605,122424063.8
1999,5,01/05/1999,May-99,Bottom 50%,adult,0.58127081,3.63E+11,0.006213846,0.440258312,3630.37092,0.440258312,1.440258312,0.440258312,31644.20283
1999,6,01/06/1999,Jun-99,Top 1%,adult,0.58099043,1.86E+13,0.315999179,2.264708683,9296070.062,2.264708683,3.264708683,2.264708683,2.07E+11
1999,6,01/06/1999,Jun-99,Top 10%-1%,adult,0.58099043,2.17E+13,0.368821592,1.008277512,1205555.647,1.008277512,2.008277512,1.008277512,3489527968
1999,6,01/06/1999,Jun-99,Middle 40%,adult,0.58099043,1.82E+13,0.308941947,1.135660593,227211.5065,1.135660593,2.135660593,1.135660593,123951789.9
1999,6,01/06/1999,Jun-99,Bottom 50%,adult,0.58099043,3.67E+11,0.006237286,0.45588973,3669.772078,0.45588973,1.45588973,0.45588973,32334.81229
1999,7,01/07/1999,Jul-99,Top 1%,adult,0.58210397,1.84E+13,0.315137522,2.22958482,9196056.884,2.22958482,3.22958482,2.22958482,2.03E+11
1999,7,01/07/1999,Jul-99,Top 10%-1%,adult,0.58210397,2.15E+13,0.368932223,0.992700716,1196205,0.992700716,1.992700716,0.992700716,3435606271
1999,7,01/07/1999,Jul-99,Middle 40%,adult,0.58210397,1.81E+13,0.30986708,1.124804095,226056.4908,1.124804095,2.124804095,1.124804095,122694790.5
1999,7,01/07/1999,Jul-99,Bottom 50%,adult,0.58210397,3.54E+11,0.006063161,0.403847727,3538.59299,0.403847727,1.403847727,0.403847727,30064.45847
1999,8,01/08/1999,Aug-99,Top 1%,adult,0.58288771,1.82E+13,0.313805926,2.184560327,9067852.229,2.184560327,3.184560327,2.184560327,1.97E+11
1999,8,01/08/1999,Aug-99,Top 10%-1%,adult,0.58288771,2.14E+13,0.36915912,0.97447141,1185262.069,0.97447141,1.97447141,0.97447141,3373035659
1999,8,01/08/1999,Aug-99,Middle 40%,adult,0.58288771,1.80E+13,0.311136762,1.112693726,224768.0768,1.112693726,2.112693726,1.112693726,121300172.7
1999,8,01/08/1999,Aug-99,Bottom 50%,adult,0.58288771,3.41E+11,0.005898193,0.352326742,3408.727198,0.352326742,1.352326742,0.352326742,27898.23008
1999,9,01/09/1999,Sep-99,Top 1%,adult,0.5848707,1.81E+13,0.313393256,2.168416029,9021882.272,2.168416029,3.168416029,2.168416029,1.95E+11
1999,9,01/09/1999,Sep-99,Top 10%-1%,adult,0.5848707,2.13E+13,0.369249244,0.967528709,1181094.411,0.967528709,1.967528709,0.967528709,3349356605
1999,9,01/09/1999,Sep-99,Middle 40%,adult,0.5848707,1.80E+13,0.311609445,1.107948733,224263.2601,1.107948733,2.107948733,1.107948733,120755917.6
1999,9,01/09/1999,Sep-99,Bottom 50%,adult,0.5848707,3.32E+11,0.00574807,0.312952245,3309.478314,0.312952245,1.312952245,0.312952245,26297.30476
1999,10,01/10/1999,Oct-99,Top 1%,adult,0.58591658,1.86E+13,0.315260026,2.245919701,9242569.515,2.245919701,3.245919701,2.245919701,2.05E+11
1999,10,01/10/1999,Oct-99,Top 10%-1%,adult,0.58591658,2.17E+13,0.368482835,0.999562736,1200324.225,0.999562736,1.999562736,0.999562736,3459308566
1999,10,01/10/1999,Oct-99,Middle 40%,adult,0.58591658,1.83E+13,0.310366259,1.138160205,227477.4385,1.138160205,2.138160205,1.138160205,124242110
1999,10,01/10/1999,Oct-99,Bottom 50%,adult,0.58591658,3.47E+11,0.005890893,0.370327382,3454.100307,0.370327382,1.370327382,0.370327382,28645.87224
1999,11,01/11/1999,Nov-99,Top 1%,adult,0.58629858,1.93E+13,0.318123911,2.365338129,9582606.618,2.365338129,3.365338129,2.365338129,2.20E+11
1999,11,01/11/1999,Nov-99,Top 10%-1%,adult,0.58629858,2.22E+13,0.367347393,1.048133512,1229480.939,1.048133512,2.048133512,1.048133512,3629407735
1999,11,01/11/1999,Nov-99,Middle 40%,adult,0.58629858,1.87E+13,0.308361132,1.182674128,232213.245,1.182674128,2.182674128,1.182674128,129469101.8
1999,11,01/11/1999,Nov-99,Bottom 50%,adult,0.58629858,3.73E+11,0.006167572,0.4740796,3715.622169,0.4740796,1.4740796,0.4740796,33147.84129
1999,12,01/12/1999,Dec-99,Top 1%,adult,0.58731359,2.00E+13,0.321149966,2.494241044,9949650.248,2.494241044,3.494241044,2.494241044,2.38E+11
1999,12,01/12/1999,Dec-99,Top 10%-1%,adult,0.58731359,2.28E+13,0.366102219,1.099405104,1260258.935,1.099405104,2.099405104,1.099405104,3813394455
1999,12,01/12/1999,Dec-99,Middle 40%,adult,0.58731359,1.91E+13,0.30626002,1.229626728,237208.5009,1.229626728,2.229626728,1.229626728,135099162.8
1999,12,01/12/1999,Dec-99,Bottom 50%,adult,0.58731359,4.04E+11,0.006487807,0.594840402,4020.016527,0.594840402,1.594840402,0.594840402,38801.43945
2000,1,01/01/2000,Jan-00,Top 1%,adult,0.58837146,2.05E+13,0.322887567,2.568005959,10159691.6,2.568005959,3.568005959,2.568005959,2.48E+11
2000,1,01/01/2000,Jan-00,Top 10%-1%,adult,0.58837146,2.31E+13,0.365166136,1.126736345,1276665.698,1.126736345,2.126736345,1.126736345,3913330606
2000,1,01/01/2000,Jan-00,Middle 40%,adult,0.58837146,1.93E+13,0.305248656,1.256965314,240117.0349,1.256965314,2.256965314,1.256965314,138432513.2
2000,1,01/01/2000,Jan-00,Bottom 50%,adult,0.58837146,4.24E+11,0.006697628,0.672128351,4214.831529,0.672128351,1.672128351,0.672128351,42653.29636
2000,2,01/02/2000,Feb-00,Top 1%,adult,0.59004641,2.07E+13,0.324013181,2.608116072,10273902.83,2.608116072,3.608116072,2.608116072,2.53E+11
2000,2,01/02/2000,Feb-00,Top 10%-1%,adult,0.59004641,2.33E+13,0.364342846,1.138341061,1283631.932,1.138341061,2.138341061,1.138341061,3956153958
2000,2,01/02/2000,Feb-00,Middle 40%,adult,0.59004641,1.95E+13,0.304775949,1.270886299,241598.0791,1.270886299,2.270886299,1.270886299,140145486
2000,2,01/02/2000,Feb-00,Bottom 50%,adult,0.59004641,4.39E+11,0.006868027,0.727922103,4355.467421,0.727922103,1.727922103,0.727922103,45547.20159
2000,3,01/03/2000,Mar-00,Top 1%,adult,0.59279305,2.07E+13,0.324263182,2.602784098,10258720.35,2.602784098,3.602784098,2.602784098,2.53E+11
2000,3,01/03/2000,Mar-00,Top 10%-1%,adult,0.59279305,2.32E+13,0.36385562,1.130681776,1279034.114,1.130681776,2.130681776,1.130681776,3927863762
2000,3,01/03/2000,Mar-00,Middle 40%,adult,0.59279305,1.95E+13,0.30497299,1.267247073,241210.9043,1.267247073,2.267247073,1.267247073,139696663.5
2000,3,01/03/2000,Mar-00,Bottom 50%,adult,0.59279305,4.41E+11,0.006908195,0.734121574,4371.094049,0.734121574,1.734121574,0.734121574,45874.6181
2000,4,01/04/2000,Apr-00,Top 1%,adult,0.59288663,2.06E+13,0.323598178,2.582191221,10200083.31,2.582191221,3.582191221,2.582191221,2.50E+11
2000,4,01/04/2000,Apr-00,Top 10%-1%,adult,0.59288663,2.32E+13,0.363603381,1.121385121,1273453.393,1.121385121,2.121385121,1.121385121,3893662192
2000,4,01/04/2000,Apr-00,Middle 40%,adult,0.59288663,1.95E+13,0.305847002,1.265394287,241013.7876,1.265394287,2.265394287,1.265394287,139468437.7
2000,4,01/04/2000,Apr-00,Bottom 50%,adult,0.59288663,4.43E+11,0.006951451,0.738571229,4382.31002,0.738571229,1.738571229,0.738571229,46110.34331
2000,5,01/05/2000,May-00,Top 1%,adult,0.59367615,2.04E+13,0.322600422,2.54372351,10090548.72,2.54372351,3.54372351,2.54372351,2.44E+11
2000,5,01/05/2000,May-00,Top 10%-1%,adult,0.59367615,2.30E+13,0.363560972,1.104849567,1263527.21,1.104849567,2.104849567,1.104849567,3833198928
2000,5,01/05/2000,May-00,Middle 40%,adult,0.59367615,1.94E+13,0.306953752,1.256133117,240028.498,1.256133117,2.256133117,1.256133117,138330445.3
2000,5,01/05/2000,May-00,Bottom 50%,adult,0.59367615,4.36E+11,0.006884868,0.708696279,4307.006064,0.708696279,1.708696279,0.708696279,44539.27326
2000,6,01/06/2000,Jun-00,Top 1%,adult,0.59568876,2.02E+13,0.321680307,2.502190892,9972286.981,2.502190892,3.502190892,2.502190892,2.39E+11
2000,6,01/06/2000,Jun-00,Top 10%-1%,adult,0.59568876,2.28E+13,0.363613509,1.086432104,1252471.33,1.086432104,2.086432104,1.086432104,3766411321
2000,6,01/06/2000,Jun-00,Middle 40%,adult,0.59568876,1.93E+13,0.307980112,1.243545529,238689.3129,1.243545529,2.243545529,1.243545529,136791184
2000,6,01/06/2000,Jun-00,Bottom 50%,adult,0.59568876,4.22E+11,0.006726084,0.654443672,4170.254841,0.654443672,1.654443672,0.654443672,41755.85207
2000,7,01/07/2000,Jul-00,Top 1%,adult,0.59687543,2.02E+13,0.321875169,2.50887845,9991329.419,2.50887845,3.50887845,2.50887845,2.40E+11
2000,7,01/07/2000,Jul-00,Top 10%-1%,adult,0.59687543,2.29E+13,0.363268513,1.087168509,1252913.389,1.087168509,2.087168509,1.087168509,3769070496
2000,7,01/07/2000,Jul-00,Middle 40%,adult,0.59687543,1.94E+13,0.308165994,1.247824698,239144.5708,1.247824698,2.247824698,1.247824698,137313491.9
2000,7,01/07/2000,Jul-00,Bottom 50%,adult,0.59687543,4.21E+11,0.006690319,0.647790522,4153.484652,0.647790522,1.647790522,0.647790522,41420.69485
2000,8,01/08/2000,Aug-00,Top 1%,adult,0.59665763,2.04E+13,0.322467189,2.539810728,10079407.3,2.539810728,3.539810728,2.539810728,2.44E+11
2000,8,01/08/2000,Aug-00,Top 10%-1%,adult,0.59665763,2.30E+13,0.362692351,1.098368768,1259636.83,1.098368768,2.098368768,1.098368768,3809630546
2000,8,01/08/2000,Aug-00,Middle 40%,adult,0.59665763,1.95E+13,0.308078016,1.262830861,240741.0664,1.262830861,2.262830861,1.262830861,139152982.8
2000,8,01/08/2000,Aug-00,Bottom 50%,adult,0.59665763,4.29E+11,0.006762446,0.677152883,4227.496557,0.677152883,1.677152883,0.677152883,42910.01686
2000,9,01/09/2000,Sep-00,Top 1%,adult,0.59916365,2.05E+13,0.322653514,2.538142332,10074656.64,2.538142332,3.538142332,2.538142332,2.44E+11
2000,9,01/09/2000,Sep-00,Top 10%-1%,adult,0.59916365,2.30E+13,0.36257523,1.095491675,1257909.73,1.095491675,2.095491675,1.095491675,3799190868
2000,9,01/09/2000,Sep-00,Middle 40%,adult,0.59916365,1.95E+13,0.308194172,1.261310498,240579.3161,1.261310498,2.261310498,1.261310498,138966056
