year,month,date_full,date_short,group,unit,inflation_deflator,real_total_wealth,real_wealth_share,real_wealth_per_unit_growth,real_wealth_per_unit,real_wealth_growth_rate_per_unit_to_previous_period,real_wealth_growth_factor_per_unit_indexed,real_wealth_growth_rate_per_unit_indexed
1976,1,01/01/1976,01/1976,Bottom 50%,adult,0.23548606,1.7951E+11,0.009977442,0,2520.638756,0,1,0
1976,2,01/02/1976,02/1976,Bottom 50%,adult,0.23579809,1.90569E+11,0.010463299,0.059730863,2671.198685,0.059730863,1.059730863,0.059730863
1976,3,01/03/1976,03/1976,Bottom 50%,adult,0.23630685,2.00262E+11,0.010874343,0.111492768,2801.671748,0.111492768,1.111492768,0.111492768
1976,4,01/04/1976,04/1976,Bottom 50%,adult,0.23714171,2.0639E+11,0.011102708,0.143287055,2881.813661,0.143287055,1.143287055,0.143287055
1976,5,01/05/1976,05/1976,Bottom 50%,adult,0.23835027,2.08623E+11,0.011148926,0.153513971,2907.592021,0.153513971,1.153513971,0.153513971
1976,6,01/06/1976,06/1976,Bottom 50%,adult,0.23922279,2.08389E+11,0.011073413,0.150271606,2899.419189,0.150271606,1.150271606,0.150271606
1976,7,01/07/1976,07/1976,Bottom 50%,adult,0.24003571,2.05333E+11,0.010879366,0.131571096,2852.281961,0.131571096,1.131571096,0.131571096
1976,8,01/08/1976,08/1976,Bottom 50%,adult,0.24121529,2.00318E+11,0.010608643,0.102200739,2778.249901,0.102200739,1.102200739,0.102200739
1976,9,01/09/1976,09/1976,Bottom 50%,adult,0.24269493,1.95055E+11,0.010326453,0.071635461,2701.205877,0.071635461,1.071635461,0.071635461
1976,10,01/10/1976,10/1976,Bottom 50%,adult,0.24435225,1.91298E+11,0.010100133,0.049352853,2645.03947,0.049352853,1.049352853,0.049352853
1976,11,01/11/1976,11/1976,Bottom 50%,adult,0.24562857,1.90093E+11,0.009987517,0.041041513,2624.089585,0.041041513,1.041041513,0.041041513
1976,12,01/12/1976,12/1976,Bottom 50%,adult,0.24695289,1.90509E+11,0.009977227,0.041602403,2625.503385,0.041602403,1.041602403,0.041602403
1977,1,01/01/1977,01/1977,Bottom 50%,adult,0.24811985,1.93392E+11,0.010126802,0.055540509,2660.636315,0.055540509,1.055540509,0.055540509
1977,2,01/02/1977,02/1977,Bottom 50%,adult,0.24981761,1.96561E+11,0.010322647,0.070849331,2699.224327,0.070849331,1.070849331,0.070849331
1977,3,01/03/1977,03/1977,Bottom 50%,adult,0.25086153,2.00031E+11,0.010495212,0.087568309,2741.366831,0.087568309,1.087568309,0.087568309
1977,4,01/04/1977,04/1977,Bottom 50%,adult,0.25213343,2.01958E+11,0.010554387,0.095869512,2762.291163,0.095869512,1.095869512,0.095869512
1977,5,01/05/1977,05/1977,Bottom 50%,adult,0.25311369,2.03121E+11,0.010543535,0.100119862,2773.004762,0.100119862,1.100119862,0.100119862
1977,6,01/06/1977,06/1977,Bottom 50%,adult,0.25411159,2.0285E+11,0.010462735,0.096726131,2764.450391,0.096726131,1.096726131,0.096726131
1977,7,01/07/1977,07/1977,Bottom 50%,adult,0.25490108,2.01557E+11,0.010347037,0.087978425,2742.400583,0.087978425,1.087978425,0.087978425
1977,8,01/08/1977,08/1977,Bottom 50%,adult,0.25608951,1.9891E+11,0.010190411,0.072166631,2702.544764,0.072166631,1.072166631,0.072166631
1977,9,01/09/1977,09/1977,Bottom 50%,adult,0.25759926,1.95872E+11,0.010027746,0.05433611,2657.600462,0.05433611,1.05433611,0.05433611
1977,10,01/10/1977,10/1977,Bottom 50%,adult,0.25989339,1.92156E+11,0.009849846,0.032713054,2603.096547,0.032713054,1.032713054,0.032713054
1977,11,01/11/1977,11/1977,Bottom 50%,adult,0.26198095,1.90475E+11,0.009763884,0.021979899,2576.042142,0.021979899,1.021979899,0.021979899
1977,12,01/12/1977,12/1977,Bottom 50%,adult,0.26332238,1.92345E+11,0.009833115,0.030284372,2596.974718,0.030284372,1.030284372,0.030284372
1978,1,01/01/1978,01/1978,Bottom 50%,adult,0.26442829,1.92916E+11,0.009830452,0.031534307,2600.125353,0.031534307,1.031534307,0.031534307
1978,2,01/02/1978,02/1978,Bottom 50%,adult,0.26533341,1.94384E+11,0.00986144,0.037465799,2615.076502,0.037465799,1.037465799,0.037465799
1978,3,01/03/1978,03/1978,Bottom 50%,adult,0.26686516,1.94081E+11,0.009810214,0.033757337,2605.728808,0.033757337,1.033757337,0.033757337
1978,4,01/04/1978,04/1978,Bottom 50%,adult,0.26883399,1.89827E+11,0.009554858,0.009069162,2543.498838,0.009069162,1.009069162,0.009069162
1978,5,01/05/1978,05/1978,Bottom 50%,adult,0.27067769,1.84439E+11,0.009227345,-0.02135849,2466.801718,-0.02135849,0.97864151,-0.02135849
1978,6,01/06/1978,06/1978,Bottom 50%,adult,0.27234772,1.79847E+11,0.008929584,-0.047352495,2401.280222,-0.047352495,0.952647505,-0.047352495
1978,7,01/07/1978,07/1978,Bottom 50%,adult,0.27372399,1.77892E+11,0.008753784,-0.059262927,2371.258325,-0.059262927,0.940737073,-0.059262927
1978,8,01/08/1978,08/1978,Bottom 50%,adult,0.27510703,1.75831E+11,0.008583814,-0.071648788,2340.038044,-0.071648788,0.928351212,-0.071648788
1978,9,01/09/1978,09/1978,Bottom 50%,adult,0.27679485,1.7113E+11,0.00831512,-0.097790229,2274.144916,-0.097790229,0.902209771,-0.097790229
1978,10,01/10/1978,10/1978,Bottom 50%,adult,0.27923843,1.60663E+11,0.007817159,-0.154246052,2131.840181,-0.154246052,0.845753948,-0.154246052
1978,11,01/11/1978,11/1978,Bottom 50%,adult,0.28097194,1.52207E+11,0.007403662,-0.20002801,2016.440401,-0.20002801,0.79997199,-0.20002801
1978,12,01/12/1978,12/1978,Bottom 50%,adult,0.28232023,1.4941E+11,0.007241792,-0.216022406,1976.124307,-0.216022406,0.783977594,-0.216022406
1979,1,01/01/1979,01/1979,Bottom 50%,adult,0.28437737,1.60566E+11,0.007736555,-0.158910668,2120.082367,-0.158910668,0.841089332,-0.158910668
1979,2,01/02/1979,02/1979,Bottom 50%,adult,0.2857486,1.76045E+11,0.008397207,-0.079453637,2320.36484,-0.079453637,0.920546363,-0.079453637
1979,3,01/03/1979,03/1979,Bottom 50%,adult,0.28775164,1.89793E+11,0.008980646,-0.009431933,2496.864261,-0.009431933,0.990568067,-0.009431933
1979,4,01/04/1979,04/1979,Bottom 50%,adult,0.29043832,1.95642E+11,0.009225379,0.01921849,2569.081628,0.01921849,1.01921849,0.01921849
1979,5,01/05/1979,05/1979,Bottom 50%,adult,0.29315874,1.97032E+11,0.009271174,0.024681169,2582.851067,0.024681169,1.024681169,0.024681169
1979,6,01/06/1979,06/1979,Bottom 50%,adult,0.29530832,1.97889E+11,0.009276172,0.027396616,2589.69573,0.027396616,1.027396616,0.027396616
1979,7,01/07/1979,07/1979,Bottom 50%,adult,0.29731929,1.99906E+11,0.009321859,0.036178365,2611.831347,0.036178365,1.036178365,0.036178365
1979,8,01/08/1979,08/1979,Bottom 50%,adult,0.29927298,2.02122E+11,0.009369261,0.045994829,2636.575106,0.045994829,1.045994829,0.045994829
1979,9,01/09/1979,09/1979,Bottom 50%,adult,0.3015084,2.0326E+11,0.009373027,0.050328947,2647.49985,0.050328947,1.050328947,0.050328947
1979,10,01/10/1979,10/1979,Bottom 50%,adult,0.30347419,2.03432E+11,0.009328663,0.049630352,2645.738945,0.049630352,1.049630352,0.049630352
1979,11,01/11/1979,11/1979,Bottom 50%,adult,0.304856,2.04692E+11,0.009329779,0.054537627,2658.108413,0.054537627,1.054537627,0.054537627
1979,12,01/12/1979,12/1979,Bottom 50%,adult,0.30644614,2.06934E+11,0.009399656,0.064223014,2682.521775,0.064223014,1.064223014,0.064223014
1980,1,01/01/1980,01/1980,Bottom 50%,adult,0.30842856,2.06999E+11,0.009407534,0.06262116,2678.484079,0.06262116,1.06262116,0.06262116
1980,2,01/02/1980,02/1980,Bottom 50%,adult,0.31101426,2.09527E+11,0.009547887,0.073788321,2706.632458,0.073788321,1.073788321,0.073788321
1980,3,01/03/1980,03/1980,Bottom 50%,adult,0.31455171,2.14943E+11,0.009826961,0.099540071,2771.543317,0.099540071,1.099540071,0.099540071
1980,4,01/04/1980,04/1980,Bottom 50%,adult,0.31641608,2.24606E+11,0.010210201,0.146831,2890.746666,0.146831,1.146831,0.146831
1980,5,01/05/1980,05/1980,Bottom 50%,adult,0.31893978,2.36595E+11,0.010680725,0.205961484,3039.793256,0.205961484,1.205961484,0.205961484
1980,6,01/06/1980,06/1980,Bottom 50%,adult,0.32085747,2.49703E+11,0.011161231,0.270895212,3203.467728,0.270895212,1.270895212,0.270895212
1980,7,01/07/1980,07/1980,Bottom 50%,adult,0.32308891,2.62852E+11,0.011640474,0.336034605,3367.660604,0.336034605,1.336034605,0.336034605
1980,8,01/08/1980,08/1980,Bottom 50%,adult,0.32569548,2.73283E+11,0.012006418,0.387379927,3497.083613,0.387379927,1.387379927,0.387379927
1980,9,01/09/1980,09/1980,Bottom 50%,adult,0.32880035,2.7801E+11,0.012143229,0.409700518,3553.34576,0.409700518,1.409700518,0.409700518
1980,10,01/10/1980,10/1980,Bottom 50%,adult,0.3317132,2.74998E+11,0.01195372,0.392516233,3510.030386,0.392516233,1.392516233,0.392516233
1980,11,01/11/1980,11/1980,Bottom 50%,adult,0.33457047,2.68499E+11,0.01163617,0.357646726,3422.136954,0.357646726,1.357646726,0.357646726
1980,12,01/12/1980,12/1980,Bottom 50%,adult,0.33677259,2.63293E+11,0.01138678,0.329367205,3350.854497,0.329367205,1.329367205,0.329367205
1981,1,01/01/1981,01/1981,Bottom 50%,adult,0.3399145,2.6147E+11,0.011347972,0.318051814,3322.332487,0.318051814,1.318051814,0.318051814
1981,2,01/02/1981,02/1981,Bottom 50%,adult,0.34344265,2.63243E+11,0.011485423,0.324704879,3339.102459,0.324704879,1.324704879,0.324704879
1981,3,01/03/1981,03/1981,Bottom 50%,adult,0.34610978,2.6834E+11,0.011724245,0.347950616,3397.696565,0.347950616,1.347950616,0.347950616
1981,4,01/04/1981,04/1981,Bottom 50%,adult,0.34809127,2.76721E+11,0.012041166,0.387562277,3497.543252,0.387562277,1.387562277,0.387562277
1981,5,01/05/1981,05/1981,Bottom 50%,adult,0.35004267,2.85331E+11,0.012357276,0.428444794,3600.593308,0.428444794,1.428444794,0.428444794
1981,6,01/06/1981,06/1981,Bottom 50%,adult,0.35174221,2.91798E+11,0.012600998,0.458851652,3677.238014,0.458851652,1.458851652,0.458851652
1981,7,01/07/1981,07/1981,Bottom 50%,adult,0.35409373,2.92387E+11,0.012678173,0.45991651,3679.922136,0.45991651,1.45991651,0.45991651
1981,8,01/08/1981,08/1981,Bottom 50%,adult,0.35655198,2.90513E+11,0.012669328,0.448769495,3651.824539,0.448769495,1.448769495,0.448769495
1981,9,01/09/1981,09/1981,Bottom 50%,adult,0.35897553,2.8909E+11,0.01264696,0.439954651,3629.605502,0.439954651,1.439954651,0.439954651
1981,10,01/10/1981,10/1981,Bottom 50%,adult,0.36088338,2.9108E+11,0.012679804,0.448045834,3650.000451,0.448045834,1.448045834,0.448045834
1981,11,01/11/1981,11/1981,Bottom 50%,adult,0.36300915,2.96242E+11,0.012822444,0.471850902,3710.004427,0.471850902,1.471850902,0.471850902
1981,12,01/12/1981,12/1981,Bottom 50%,adult,0.36421391,3.05201E+11,0.013115098,0.514386198,3817.220542,0.514386198,1.514386198,0.514386198
1982,1,01/01/1982,01/1982,Bottom 50%,adult,0.36635953,3.22391E+11,0.013838814,0.59741912,4026.516544,0.59741912,1.59741912,0.59741912
1982,2,01/02/1982,02/1982,Bottom 50%,adult,0.36766842,3.38783E+11,0.014541433,0.676134223,4224.928883,0.676134223,1.676134223,0.676134223
1982,3,01/03/1982,03/1982,Bottom 50%,adult,0.36905912,3.50834E+11,0.015080189,0.733086757,4368.485647,0.733086757,1.733086757,0.733086757
1982,4,01/04/1982,04/1982,Bottom 50%,adult,0.36992314,3.5535E+11,0.015275879,0.752620437,4417.722998,0.752620437,1.752620437,0.752620437
1982,5,01/05/1982,05/1982,Bottom 50%,adult,0.37242505,3.55202E+11,0.015316356,0.749314473,4409.389858,0.749314473,1.749314473,0.749314473
1982,6,01/06/1982,06/1982,Bottom 50%,adult,0.37507802,3.58478E+11,0.015480326,0.763180487,4444.341069,0.763180487,1.763180487,0.763180487
1982,7,01/07/1982,07/1982,Bottom 50%,adult,0.37687317,3.7164E+11,0.015999185,0.825675658,4601.868821,0.825675658,1.825675658,0.825675658
1982,8,01/08/1982,08/1982,Bottom 50%,adult,0.37775585,3.86847E+11,0.016549555,0.898147361,4784.543803,0.898147361,1.898147361,0.898147361
1982,9,01/09/1982,09/1982,Bottom 50%,adult,0.37864813,3.99376E+11,0.016963605,0.957494893,4934.137493,0.957494893,1.957494893,0.957494893
1982,10,01/10/1982,10/1982,Bottom 50%,adult,0.38076234,4.02843E+11,0.017026606,0.972209257,4971.227089,0.972209257,1.972209257,0.972209257
1982,11,01/11/1982,11/1982,Bottom 50%,adult,0.38186362,4.07007E+11,0.017075892,0.990270685,5016.753424,0.990270685,1.990270685,0.990270685
1982,12,01/12/1982,12/1982,Bottom 50%,adult,0.38237906,4.17212E+11,0.017345141,1.037593553,5136.03728,1.037593553,2.037593553,1.037593553
1983,1,01/01/1983,01/1983,Bottom 50%,adult,0.38408047,4.3627E+11,0.018005652,1.127570373,5362.83634,1.127570373,2.127570373,1.127570373
1983,2,01/02/1983,02/1983,Bottom 50%,adult,0.38460842,4.57652E+11,0.018707116,1.22862455,5617.557414,1.22862455,2.22862455,1.22862455
1983,3,01/03/1983,03/1983,Bottom 50%,adult,0.38495171,4.76062E+11,0.019267959,1.314817613,5834.81899,1.314817613,2.314817613,1.314817613
1983,4,01/04/1983,04/1983,Bottom 50%,adult,0.38651639,4.85184E+11,0.019492342,1.355548613,5937.487128,1.355548613,2.355548613,1.355548613
1983,5,01/05/1983,05/1983,Bottom 50%,adult,0.38732737,4.88506E+11,0.019475454,1.368283631,5969.587507,1.368283631,2.368283631,1.368283631
1983,6,01/06/1983,06/1983,Bottom 50%,adult,0.38838661,4.8761E+11,0.01933567,1.361021085,5951.281252,1.361021085,2.361021085,1.361021085
1983,7,01/07/1983,07/1983,Bottom 50%,adult,0.39008537,4.84259E+11,0.019175961,1.34210421,5903.598642,1.34210421,2.34210421,1.34210421
1983,8,01/08/1983,08/1983,Bottom 50%,adult,0.39154163,4.78589E+11,0.018953887,1.312157128,5828.112868,1.312157128,2.312157128,1.312157128
1983,9,01/09/1983,09/1983,Bottom 50%,adult,0.39294979,4.68687E+11,0.018588606,1.261889359,5701.405981,1.261889359,2.261889359,1.261889359
1983,10,01/10/1983,10/1983,Bottom 50%,adult,0.39394322,4.54174E+11,0.018036007,1.189340993,5518.537758,1.189340993,2.189340993,1.189340993
1983,11,01/11/1983,11/1983,Bottom 50%,adult,0.39465746,4.4186E+11,0.017555428,1.127523647,5362.71856,1.127523647,2.127523647,1.127523647
1983,12,01/12/1983,12/1983,Bottom 50%,adult,0.39488652,4.38473E+11,0.017391578,1.108774199,5315.457975,1.108774199,2.108774199,1.108774199
1984,1,01/01/1984,01/1984,Bottom 50%,adult,0.39645806,4.37276E+11,0.01733711,1.100382951,5294.306668,1.100382951,2.100382951,1.100382951
1984,2,01/02/1984,02/1984,Bottom 50%,adult,0.3989473,4.41286E+11,0.017507733,1.116764722,5335.599196,1.116764722,2.116764722,1.116764722
1984,3,01/03/1984,03/1984,Bottom 50%,adult,0.4000617,4.43047E+11,0.017539246,1.122217783,5349.344393,1.122217783,2.122217783,1.122217783
1984,4,01/04/1984,04/1984,Bottom 50%,adult,0.40135273,4.32803E+11,0.017120696,1.070176968,5218.168297,1.070176968,2.070176968,1.070176968
1984,5,01/05/1984,05/1984,Bottom 50%,adult,0.40177459,4.20935E+11,0.016601325,1.010744724,5068.36108,1.010744724,2.010744724,1.010744724
1984,6,01/06/1984,06/1984,Bottom 50%,adult,0.40255591,4.10831E+11,0.016137213,0.960303288,4941.216441,0.960303288,1.960303288,0.960303288
1984,7,01/07/1984,07/1984,Bottom 50%,adult,0.40420943,4.09483E+11,0.015990779,0.951936377,4920.126483,0.951936377,1.951936377,0.951936377
1984,8,01/08/1984,08/1984,Bottom 50%,adult,0.40569067,4.12393E+11,0.01598354,0.964023327,4950.593316,0.964023327,1.964023327,0.964023327
1984,9,01/09/1984,09/1984,Bottom 50%,adult,0.40650314,4.13855E+11,0.015910002,0.969351443,4964.023572,0.969351443,1.969351443,0.969351443
1984,10,01/10/1984,10/1984,Bottom 50%,adult,0.40774974,4.07602E+11,0.015587419,0.937804714,4884.505663,0.937804714,1.937804714,0.937804714
1984,11,01/11/1984,11/1984,Bottom 50%,adult,0.40837923,3.99501E+11,0.01519219,0.897296348,4782.398706,0.897296348,1.897296348,0.897296348
1984,12,01/12/1984,12/1984,Bottom 50%,adult,0.40936795,3.91441E+11,0.014805131,0.856924674,4680.6363,0.856924674,1.856924674,0.856924674
1985,1,01/01/1985,01/1985,Bottom 50%,adult,0.41102764,3.97542E+11,0.014944997,0.883636186,4747.966374,0.883636186,1.883636186,0.883636186
1985,2,01/02/1985,02/1985,Bottom 50%,adult,0.41261235,4.06076E+11,0.01515527,0.921711288,4843.939951,0.921711288,1.921711288,0.921711288
1985,3,01/03/1985,03/1985,Bottom 50%,adult,0.41397426,4.14701E+11,0.015353277,0.960008118,4940.472426,0.960008118,1.960008118,0.960008118
1985,4,01/04/1985,04/1985,Bottom 50%,adult,0.4143995,4.22473E+11,0.015494542,0.994174426,5026.593347,0.994174426,1.994174426,0.994174426
1985,5,01/05/1985,05/1985,Bottom 50%,adult,0.41516173,4.26346E+11,0.015521396,1.01004161,5066.588784,1.01004161,2.01004161,1.01004161
1985,6,01/06/1985,06/1985,Bottom 50%,adult,0.41602433,4.25627E+11,0.015426575,1.004518904,5052.668036,1.004518904,2.004518904,1.004518904
1985,7,01/07/1985,07/1985,Bottom 50%,adult,0.41674331,4.20144E+11,0.015216511,0.976784207,4982.758886,0.976784207,1.976784207,0.976784207
1985,8,01/08/1985,08/1985,Bottom 50%,adult,0.41789889,4.12649E+11,0.014948204,0.939782032,4889.48977,0.939782032,1.939782032,0.939782032
1985,9,01/09/1985,09/1985,Bottom 50%,adult,0.41845655,4.11581E+11,0.014833752,0.933147878,4872.767464,0.933147878,1.933147878,0.933147878
1985,10,01/10/1985,10/1985,Bottom 50%,adult,0.41908377,4.19279E+11,0.014920704,0.967586884,4959.575755,0.967586884,1.967586884,0.967586884
1985,11,01/11/1985,11/1985,Bottom 50%,adult,0.42003384,4.33266E+11,0.015170017,1.031235254,5120.010306,1.031235254,2.031235254,1.031235254
1985,12,01/12/1985,12/1985,Bottom 50%,adult,0.42099044,4.51965E+11,0.015567373,1.116726234,5335.502182,1.116726234,2.116726234,1.116726234
1986,1,01/01/1986,01/1986,Bottom 50%,adult,0.42226273,4.72862E+11,0.016083084,1.212233996,5576.242748,1.212233996,2.212233996,1.212233996
1986,2,01/02/1986,02/1986,Bottom 50%,adult,0.42222738,4.9275E+11,0.016557176,1.302735138,5804.363435,1.302735138,2.302735138,1.302735138
1986,3,01/03/1986,03/1986,Bottom 50%,adult,0.42189407,5.09863E+11,0.016943049,1.379959407,5999.01792,1.379959407,2.379959407,1.379959407
1986,4,01/04/1986,04/1986,Bottom 50%,adult,0.42223433,5.21728E+11,0.01718118,1.432532625,6131.53601,1.432532625,2.432532625,1.432532625
1986,5,01/05/1986,05/1986,Bottom 50%,adult,0.42364988,5.25888E+11,0.017227899,1.44924801,6173.669458,1.44924801,2.44924801,1.44924801
1986,6,01/06/1986,06/1986,Bottom 50%,adult,0.42528737,5.22763E+11,0.017094411,1.432413476,6131.235679,1.432413476,2.432413476,1.432413476
1986,7,01/07/1986,07/1986,Bottom 50%,adult,0.42488566,5.19694E+11,0.016953464,1.416082933,6090.072279,1.416082933,2.416082933,1.416082933
1986,8,01/08/1986,08/1986,Bottom 50%,adult,0.42511165,5.11178E+11,0.016673663,1.374530569,5985.333781,1.374530569,2.374530569,1.374530569
1986,9,01/09/1986,09/1986,Bottom 50%,adult,0.42639682,4.98624E+11,0.016258356,1.314409205,5833.78954,1.314409205,2.314409205,1.314409205
1986,10,01/10/1986,10/1986,Bottom 50%,adult,0.42726845,4.91332E+11,0.015911385,1.278643302,5743.63662,1.278643302,2.278643302,1.278643302
1986,11,01/11/1986,11/1986,Bottom 50%,adult,0.42791221,4.93789E+11,0.015810074,1.288007382,5767.240081,1.288007382,2.288007382,1.288007382
1986,12,01/12/1986,12/1986,Bottom 50%,adult,0.42815411,5.10414E+11,0.016104895,1.36289223,5955.997733,1.36289223,2.36289223,1.36289223
1987,1,01/01/1987,01/1987,Bottom 50%,adult,0.42958984,5.52603E+11,0.017176949,1.555748133,6442.117795,1.555748133,2.555748133,1.555748133
1987,2,01/02/1987,02/1987,Bottom 50%,adult,0.43060073,5.98605E+11,0.018340536,1.765717101,6971.373713,1.765717101,2.765717101,1.765717101
1987,3,01/03/1987,03/1987,Bottom 50%,adult,0.43129873,6.33576E+11,0.019198521,1.924273291,7371.036593,1.924273291,2.924273291,1.924273291
1987,4,01/04/1987,04/1987,Bottom 50%,adult,0.43253613,6.44885E+11,0.019460949,1.973335991,7494.705934,1.973335991,2.973335991,1.973335991
1987,5,01/05/1987,05/1987,Bottom 50%,adult,0.43329144,6.46323E+11,0.019450187,1.976991728,7503.920727,1.976991728,2.976991728,1.976991728
1987,6,01/06/1987,06/1987,Bottom 50%,adult,0.43461797,6.45203E+11,0.019361041,1.969269646,7484.456147,1.969269646,2.969269646,1.969269646
1987,7,01/07/1987,07/1987,Bottom 50%,adult,0.43532372,6.56998E+11,0.019543659,2.021109122,7615.124739,2.021109122,3.021109122,2.021109122
1987,8,01/08/1987,08/1987,Bottom 50%,adult,0.43681854,6.68588E+11,0.019752191,2.072075579,7743.592767,2.072075579,3.072075579,2.072075579
1987,9,01/09/1987,09/1987,Bottom 50%,adult,0.43813002,6.72526E+11,0.019843463,2.08801277,7783.764667,2.08801277,3.08801277,2.08801277
1987,10,01/10/1987,10/1987,Bottom 50%,adult,0.43943042,6.59473E+11,0.019640319,2.025853514,7627.083639,2.025853514,3.025853514,2.025853514
1987,11,01/11/1987,11/1987,Bottom 50%,adult,0.44023168,6.44559E+11,0.019425923,1.955133697,7448.824528,1.955133697,2.955133697,1.955133697
1987,12,01/12/1987,12/1987,Bottom 50%,adult,0.44105533,6.37418E+11,0.019374214,1.919937588,7360.107851,1.919937588,2.919937588,1.919937588
1988,1,01/01/1988,01/1988,Bottom 50%,adult,0.44284281,6.36846E+11,0.019338865,1.914508017,7346.421863,1.914508017,2.914508017,1.914508017
1988,2,01/02/1988,02/1988,Bottom 50%,adult,0.4434357,6.49206E+11,0.019520119,1.968050806,7481.383892,1.968050806,2.968050806,1.968050806
1988,3,01/03/1988,03/1988,Bottom 50%,adult,0.44479254,6.62211E+11,0.019708043,2.024352031,7623.298942,2.024352031,3.024352031,2.024352031
1988,4,01/04/1988,04/1988,Bottom 50%,adult,0.4466542,6.66236E+11,0.019701621,2.039470594,7661.407378,2.039470594,3.039470594,2.039470594
1988,5,01/05/1988,05/1988,Bottom 50%,adult,0.44776857,6.66982E+11,0.019614582,2.039841507,7662.342317,2.039841507,3.039841507,2.039841507
1988,6,01/06/1988,06/1988,Bottom 50%,adult,0.44961298,6.61175E+11,0.019405196,2.010786518,7589.105185,2.010786518,3.010786518,2.010786518
1988,7,01/07/1988,07/1988,Bottom 50%,adult,0.45184761,6.51971E+11,0.019145067,1.966476467,7477.415553,1.966476467,2.966476467,1.966476467
1988,8,01/08/1988,08/1988,Bottom 50%,adult,0.45311919,6.45068E+11,0.018915484,1.932827613,7392.598948,1.932827613,2.932827613,1.932827613
1988,9,01/09/1988,09/1988,Bottom 50%,adult,0.45512605,6.36686E+11,0.018645069,1.89262,7291.250079,1.89262,2.89262,1.89262
1988,10,01/10/1988,10/1988,Bottom 50%,adult,0.45628276,6.32721E+11,0.018422891,1.872270974,7239.957536,1.872270974,2.872270974,1.872270974
1988,11,01/11/1988,11/1988,Bottom 50%,adult,0.45712474,6.32487E+11,0.018278329,1.868670007,7230.880798,1.868670007,2.868670007,1.868670007
1988,12,01/12/1988,12/1988,Bottom 50%,adult,0.45843628,6.34554E+11,0.018218531,1.875407027,7247.862392,1.875407027,2.875407027,1.875407027
1989,1,01/01/1989,01/1989,Bottom 50%,adult,0.46077633,6.42621E+11,0.018391366,1.90901238,7332.569349,1.90901238,2.90901238,1.90901238
1989,2,01/02/1989,02/1989,Bottom 50%,adult,0.46207005,6.52681E+11,0.018604143,1.951420032,7439.463719,1.951420032,2.951420032,1.951420032
1989,3,01/03/1989,03/1989,Bottom 50%,adult,0.46331358,6.6028E+11,0.018749336,1.982548707,7517.927864,1.982548707,2.982548707,1.982548707
1989,4,01/04/1989,04/1989,Bottom 50%,adult,0.4656848,6.59423E+11,0.018689428,1.975345669,7499.771608,1.975345669,2.975345669,1.975345669
1989,5,01/05/1989,05/1989,Bottom 50%,adult,0.46706215,6.59518E+11,0.018610527,1.972666762,7493.019051,1.972666762,2.972666762,1.972666762
1989,6,01/06/1989,06/1989,Bottom 50%,adult,0.46816459,6.62843E+11,0.018595534,1.984894736,7523.841357,1.984894736,2.984894736,1.984894736
1989,7,01/07/1989,07/1989,Bottom 50%,adult,0.46976048,6.71497E+11,0.018717935,2.021316174,7615.646644,2.021316174,3.021316174,2.021316174
1989,8,01/08/1989,08/1989,Bottom 50%,adult,0.47011283,6.84938E+11,0.018920867,2.079403788,7762.064535,2.079403788,3.079403788,2.079403788
1989,9,01/09/1989,09/1989,Bottom 50%,adult,0.47127724,6.94759E+11,0.019050352,2.12109712,7867.158362,2.12109712,3.12109712,2.12109712
1989,10,01/10/1989,10/1989,Bottom 50%,adult,0.47305945,6.96777E+11,0.019004527,2.127019063,7882.085443,2.127019063,3.127019063,2.127019063
1989,11,01/11/1989,11/1989,Bottom 50%,adult,0.47372857,6.96647E+11,0.018909392,2.122397022,7870.434945,2.122397022,3.122397022,2.122397022
1989,12,01/12/1989,12/1989,Bottom 50%,adult,0.47441825,6.92247E+11,0.018768585,2.098922058,7811.263043,2.098922058,3.098922058,2.098922058
1990,1,01/01/1990,01/1990,Bottom 50%,adult,0.47701809,6.76354E+11,0.018484869,2.023934403,7622.246253,2.023934403,3.023934403,2.023934403
1990,2,01/02/1990,02/1990,Bottom 50%,adult,0.47873706,6.6301E+11,0.018253775,1.960327706,7461.916747,1.960327706,2.960327706,1.960327706
1990,3,01/03/1990,03/1990,Bottom 50%,adult,0.48077527,6.52087E+11,0.01805208,1.907447399,7328.624596,1.907447399,2.907447399,1.907447399
1990,4,01/04/1990,04/1990,Bottom 50%,adult,0.48264796,6.48147E+11,0.017917411,1.885791175,7274.03708,1.885791175,2.885791175,1.885791175
1990,5,01/05/1990,05/1990,Bottom 50%,adult,0.48404101,6.46379E+11,0.017800744,1.873988854,7244.287692,1.873988854,2.873988854,1.873988854
1990,6,01/06/1990,06/1990,Bottom 50%,adult,0.4859215,6.39586E+11,0.017627467,1.840045671,7158.729188,1.840045671,2.840045671,1.840045671
1990,7,01/07/1990,07/1990,Bottom 50%,adult,0.48629871,6.27392E+11,0.017400765,1.782396433,7013.416285,1.782396433,2.782396433,1.782396433
1990,8,01/08/1990,08/1990,Bottom 50%,adult,0.48850474,6.0574E+11,0.017017318,1.683221705,6763.432621,1.683221705,2.683221705,1.683221705
1990,9,01/09/1990,09/1990,Bottom 50%,adult,0.49026793,5.86788E+11,0.016631471,1.596381278,6544.539275,1.596381278,2.596381278,1.596381278
